onset	duration	orientation	contrast	side	trial	subject
3.2	4.5	165	0.2	left	1	4
11.4	4.5	120	0.2	left	2	4
20.6	4.5	135	0.8	left	3	4
29.8	4.5	105	0.8	left	4	4
38.6	4.5	30	0.2	left	5	4
48.1	4.5	75	0.2	left	6	4
57.5	4.5	15	0.8	left	7	4
65.2	4.5	30	0.8	left	8	4
74	4.5	150	0.2	left	9	4
82.5	4.5	120	0.8	left	10	4
90.1	4.5	105	0.2	left	11	4
99.4	4.5	75	0.8	left	12	4
107.9	4.5	135	0.8	left	13	4
117	4.5	60	0.8	left	14	4
124.6	4.5	0	0.2	left	15	4
132.6	4.5	30	0.2	left	16	4
141.4	4.5	75	0.8	left	17	4
149.1	4.5	15	0.2	left	18	4
157.9	4.5	165	0.8	left	19	4
166.2	4.5	120	0.8	left	20	4
175.3	4.5	15	0.2	left	21	4
184.1	4.5	30	0.8	left	22	4
192.4	4.5	150	0.2	left	23	4
200.5	4.5	45	0.2	left	24	4
208.7	4.5	90	0.2	left	25	4
218.1	4.5	135	0.2	left	26	4
226.5	4.5	60	0.2	left	27	4
234.9	4.5	45	0.2	left	28	4
243.3	4.5	45	0.8	left	29	4
252.7	4.5	120	0.2	left	30	4
260.6	4.5	90	0.2	left	31	4
269.9	4.5	105	0.2	left	32	4
277.4	4.5	0	0.2	left	33	4
285.6	4.5	105	0.8	left	34	4
294.7	4.5	60	0.2	left	35	4
302.9	4.5	90	0.8	left	36	4
311.6	4.5	0	0.2	left	37	4
320	4.5	165	0.2	left	38	4
327.5	4.5	150	0.8	left	39	4
336.2	4.5	0	0.2	left	40	4
344.9	4.5	75	0.2	left	41	4
353.7	4.5	165	0.8	left	42	4
361.9	4.5	15	0.8	left	43	4
370.4	4.5	135	0.2	left	44	4
379.3	4.5	150	0.8	left	45	4
388.6	4.5	45	0.8	left	46	4
396.2	4.5	90	0.8	left	47	4
403.9	4.5	60	0.8	left	48	4
