onset	duration	orientation	contrast	side	trial	subject
4.1	4.5	105	0.8	left	1	4
13.4	4.5	60	0.2	left	2	4
21	4.5	45	0.2	left	3	4
29.5	4.5	15	0.2	left	4	4
37.9	4.5	135	0.8	left	5	4
47.2	4.5	75	0.8	left	6	4
56	4.5	150	0.8	left	7	4
65.5	4.5	105	0.2	left	8	4
74.2	4.5	45	0.8	left	9	4
83.4	4.5	120	0.2	left	10	4
91.8	4.5	30	0.2	left	11	4
100.4	4.5	30	0.2	left	12	4
108.2	4.5	120	0.8	left	13	4
117	4.5	75	0.2	left	14	4
126.5	4.5	135	0.8	left	15	4
135.1	4.5	15	0.2	left	16	4
143.6	4.5	75	0.8	left	17	4
152.7	4.5	90	0.2	left	18	4
160.3	4.5	0	0.2	left	19	4
169.6	4.5	165	0.8	left	20	4
177.1	4.5	75	0.2	left	21	4
185.6	4.5	165	0.8	left	22	4
194.5	4.5	0	0.2	left	23	4
203.1	4.5	150	0.8	left	24	4
211.6	4.5	60	0.8	left	25	4
219.7	4.5	105	0.2	left	26	4
228.4	4.5	60	0.2	left	27	4
237.8	4.5	165	0.2	left	28	4
246.7	4.5	105	0.8	left	29	4
256.1	4.5	90	0.2	left	30	4
263.8	4.5	135	0.2	left	31	4
272.3	4.5	0	0.2	left	32	4
280	4.5	45	0.2	left	33	4
288.6	4.5	165	0.2	left	34	4
297.5	4.5	15	0.8	left	35	4
305.3	4.5	150	0.2	left	36	4
314.4	4.5	120	0.8	left	37	4
322.7	4.5	150	0.2	left	38	4
332	4.5	15	0.8	left	39	4
340.1	4.5	90	0.8	left	40	4
347.7	4.5	135	0.2	left	41	4
355.6	4.5	120	0.2	left	42	4
363.2	4.5	0	0.2	left	43	4
372.6	4.5	90	0.8	left	44	4
380.1	4.5	60	0.8	left	45	4
387.8	4.5	30	0.8	left	46	4
395.3	4.5	45	0.8	left	47	4
403.2	4.5	30	0.8	left	48	4
