onset	duration	orientation	contrast	side	trial	subject
4.5	4.5	165	0.2	right	1	4
12.2	4.5	30	0.2	right	2	4
20.4	4.5	120	0.2	right	3	4
28.2	4.5	15	0.8	right	4	4
36.7	4.5	15	0.2	right	5	4
45.8	4.5	150	0.2	right	6	4
54.6	4.5	75	0.8	right	7	4
63.5	4.5	60	0.2	right	8	4
72.3	4.5	45	0.2	right	9	4
81.3	4.5	60	0.2	right	10	4
90.6	4.5	75	0.2	right	11	4
99.4	4.5	0	0.2	right	12	4
107.2	4.5	15	0.8	right	13	4
115.9	4.5	90	0.2	right	14	4
123.7	4.5	165	0.2	right	15	4
133.1	4.5	120	0.8	right	16	4
140.7	4.5	105	0.8	right	17	4
148.9	4.5	135	0.8	right	18	4
157.6	4.5	45	0.8	right	19	4
166	4.5	90	0.8	right	20	4
175.1	4.5	120	0.2	right	21	4
183.7	4.5	45	0.8	right	22	4
191.6	4.5	30	0.2	right	23	4
200.5	4.5	105	0.8	right	24	4
208.3	4.5	150	0.8	right	25	4
217.1	4.5	105	0.2	right	26	4
225.9	4.5	90	0.8	right	27	4
233.8	4.5	165	0.8	right	28	4
241.6	4.5	30	0.8	right	29	4
249.4	4.5	135	0.2	right	30	4
257.2	4.5	135	0.2	right	31	4
265.1	4.5	60	0.8	right	32	4
274.6	4.5	75	0.8	right	33	4
282.1	4.5	75	0.2	right	34	4
291.6	4.5	135	0.8	right	35	4
299.1	4.5	150	0.8	right	36	4
308.6	4.5	0	0.2	right	37	4
316.7	4.5	90	0.2	right	38	4
325.3	4.5	60	0.8	right	39	4
334.6	4.5	120	0.8	right	40	4
343.9	4.5	45	0.2	right	41	4
351.7	4.5	150	0.2	right	42	4
360.5	4.5	30	0.8	right	43	4
369.9	4.5	15	0.2	right	44	4
379.4	4.5	0	0.2	right	45	4
387.1	4.5	105	0.2	right	46	4
394.9	4.5	165	0.8	right	47	4
403.9	4.5	0	0.2	right	48	4
