onset	duration	orientation	contrast	side	trial	subject
4.1	4.5	15	0.8	right	1	4
12.4	4.5	45	0.8	right	2	4
20	4.5	75	0.2	right	3	4
28.1	4.5	15	0.2	right	4	4
36.7	4.5	135	0.2	right	5	4
45.5	4.5	120	0.8	right	6	4
54.9	4.5	90	0.8	right	7	4
64.4	4.5	150	0.2	right	8	4
72	4.5	105	0.2	right	9	4
80.8	4.5	60	0.2	right	10	4
89.5	4.5	90	0.2	right	11	4
97.9	4.5	0	0.2	right	12	4
106.1	4.5	45	0.2	right	13	4
114.5	4.5	135	0.8	right	14	4
123.4	4.5	75	0.8	right	15	4
132.9	4.5	165	0.8	right	16	4
140.5	4.5	105	0.8	right	17	4
149.6	4.5	150	0.8	right	18	4
158.3	4.5	45	0.2	right	19	4
167.7	4.5	135	0.8	right	20	4
175.4	4.5	90	0.2	right	21	4
183.5	4.5	135	0.2	right	22	4
191.1	4.5	75	0.2	right	23	4
199.6	4.5	0	0.2	right	24	4
208.7	4.5	30	0.2	right	25	4
216.7	4.5	0	0.2	right	26	4
224.6	4.5	165	0.2	right	27	4
232.7	4.5	90	0.8	right	28	4
241.1	4.5	30	0.2	right	29	4
250.1	4.5	120	0.2	right	30	4
258.6	4.5	15	0.8	right	31	4
266.9	4.5	120	0.2	right	32	4
276.3	4.5	165	0.2	right	33	4
285.8	4.5	15	0.2	right	34	4
294.6	4.5	105	0.8	right	35	4
302.3	4.5	60	0.8	right	36	4
311	4.5	30	0.8	right	37	4
319.3	4.5	60	0.2	right	38	4
328.8	4.5	120	0.8	right	39	4
336.9	4.5	45	0.8	right	40	4
345.8	4.5	105	0.2	right	41	4
354.4	4.5	165	0.8	right	42	4
362.3	4.5	0	0.2	right	43	4
371.2	4.5	75	0.8	right	44	4
378.8	4.5	150	0.8	right	45	4
386.6	4.5	30	0.8	right	46	4
394.1	4.5	150	0.2	right	47	4
403.4	4.5	60	0.8	right	48	4
