onset	duration	orientation	contrast	side	trial	subject
3.3	4.5	90	0.2	right	1	4
12.6	4.5	30	0.8	right	2	4
20.1	4.5	15	0.8	right	3	4
28.2	4.5	150	0.8	right	4	4
37.2	4.5	120	0.8	right	5	4
46	4.5	0	0.2	right	6	4
53.8	4.5	75	0.8	right	7	4
63.2	4.5	60	0.2	right	8	4
71.8	4.5	120	0.2	right	9	4
79.8	4.5	75	0.8	right	10	4
88.5	4.5	150	0.8	right	11	4
97.9	4.5	0	0.2	right	12	4
107.2	4.5	75	0.2	right	13	4
115.7	4.5	120	0.2	right	14	4
124.1	4.5	75	0.2	right	15	4
132.2	4.5	105	0.2	right	16	4
139.8	4.5	30	0.2	right	17	4
148.8	4.5	105	0.8	right	18	4
156.5	4.5	90	0.2	right	19	4
164.7	4.5	150	0.2	right	20	4
173	4.5	30	0.2	right	21	4
182.3	4.5	135	0.8	right	22	4
189.8	4.5	105	0.2	right	23	4
199	4.5	165	0.8	right	24	4
207.1	4.5	0	0.2	right	25	4
215.1	4.5	15	0.8	right	26	4
223.6	4.5	150	0.2	right	27	4
232.6	4.5	165	0.2	right	28	4
240.5	4.5	60	0.8	right	29	4
248.4	4.5	165	0.2	right	30	4
257.9	4.5	120	0.8	right	31	4
266.6	4.5	165	0.8	right	32	4
274.7	4.5	15	0.2	right	33	4
284.2	4.5	45	0.2	right	34	4
293.5	4.5	135	0.8	right	35	4
301.3	4.5	30	0.8	right	36	4
308.8	4.5	45	0.8	right	37	4
317.7	4.5	105	0.8	right	38	4
327	4.5	90	0.8	right	39	4
334.7	4.5	60	0.2	right	40	4
342.2	4.5	15	0.2	right	41	4
350.9	4.5	135	0.2	right	42	4
359.6	4.5	45	0.2	right	43	4
368.1	4.5	135	0.2	right	44	4
375.6	4.5	60	0.8	right	45	4
384.5	4.5	45	0.8	right	46	4
393.9	4.5	0	0.2	right	47	4
403.2	4.5	90	0.8	right	48	4
