side	run	subject	filename	onset_expected	duration_expected	orientation	contrast	trial	trial_type	iti_expected	n_flip_in_trial	exitflag	response	correct
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	2.4	0.4	n/a	n/a	1	dim	3.1	59	NA	NO RESPONSE	NA
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	5.9	0.4	n/a	n/a	2	dim	4.199999999999999	46	NA	NO RESPONSE	NA
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	10.5	0.4	n/a	n/a	3	dim	4.1	45	NA	NO RESPONSE	NA
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	15	0.4	n/a	n/a	4	dim	4.100000000000001	45.000000000000014	NA	NO RESPONSE	NA
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	19.5	0.4	n/a	n/a	5	dim	2	24	NA	NO RESPONSE	NA
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	21.9	0.4	n/a	n/a	6	dim	3.1000000000000014	35.000000000000014	NA	NO RESPONSE	NA
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	25.4	0.4	n/a	n/a	7	dim	4.700000000000003	51.00000000000003	NA	NO RESPONSE	NA
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	30.5	0.4	n/a	n/a	8	dim	2.8999999999999986	32.999999999999986	NA	NO RESPONSE	NA
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	33.8	0.4	n/a	n/a	9	dim	3.8000000000000043	42.00000000000004	NA	NO RESPONSE	NA
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	38	0.4	n/a	n/a	10	dim	2.8999999999999986	32.999999999999986	NA	NO RESPONSE	NA
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	41.3	0.4	n/a	n/a	11	dim	2.3000000000000043	27.000000000000043	NA	NO RESPONSE	NA
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	44	0.4	n/a	n/a	12	dim	3.200000000000003	36.00000000000003	NA	NO RESPONSE	NA
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	47.6	0.4	n/a	n/a	13	dim	4.5	49	NA	NO RESPONSE	NA
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	52.5	0.4	n/a	n/a	14	dim	5	54	NA	NO RESPONSE	NA
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	57.9	0.4	n/a	n/a	15	dim	4.600000000000001	50.000000000000014	NA	NO RESPONSE	NA
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	62.9	0.4	n/a	n/a	16	dim	2.1999999999999957	25.999999999999957	NA	NO RESPONSE	NA
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	65.5	0.4	n/a	n/a	17	dim	3	34	NA	NO RESPONSE	NA
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	68.9	0.4	n/a	n/a	18	dim	2.6999999999999886	30.999999999999886	NA	NO RESPONSE	NA
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	72	0.4	n/a	n/a	19	dim	2.8999999999999915	32.999999999999915	NA	NO RESPONSE	NA
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	75.3	0.4	n/a	n/a	20	dim	5	54	NA	NO RESPONSE	NA
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	80.7	0.4	n/a	n/a	21	dim	3.5999999999999943	39.99999999999994	NA	NO RESPONSE	NA
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	84.7	0.4	n/a	n/a	22	dim	4.299999999999997	46.99999999999997	NA	NO RESPONSE	NA
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	89.4	0.4	n/a	n/a	23	dim	4.599999999999994	49.99999999999994	NA	NO RESPONSE	NA
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	94.4	0.4	n/a	n/a	24	dim	2.499999999999986	28.999999999999858	NA	NO RESPONSE	NA
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	97.3	0.4	n/a	n/a	25	dim	4.700000000000003	51.00000000000003	NA	NO RESPONSE	NA
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	102.4	0.4	n/a	n/a	26	dim	2.299999999999983	26.99999999999983	NA	NO RESPONSE	NA
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	105.1	0.4	n/a	n/a	27	dim	4.299999999999997	46.99999999999997	NA	NO RESPONSE	NA
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	109.8	0.4	n/a	n/a	28	dim	4.200000000000003	46.00000000000003	NA	NO RESPONSE	NA
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	114.4	0.4	n/a	n/a	29	dim	4.199999999999989	45.999999999999886	NA	NO RESPONSE	NA
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	119	0.4	n/a	n/a	30	dim	2.3999999999999915	27.999999999999915	NA	NO RESPONSE	NA
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	121.8	0.4	n/a	n/a	31	dim	3.299999999999997	36.99999999999997	NA	NO RESPONSE	NA
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	125.5	0.4	n/a	n/a	32	dim	3.5	39	NA	NO RESPONSE	NA
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	129.4	0.4	n/a	n/a	33	dim	3.5999999999999943	39.99999999999994	NA	NO RESPONSE	NA
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	133.4	0.4	n/a	n/a	34	dim	4.599999999999994	49.99999999999994	NA	NO RESPONSE	NA
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	138.4	0.4	n/a	n/a	35	dim	4.099999999999994	44.99999999999994	NA	NO RESPONSE	NA
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	142.9	0.4	n/a	n/a	36	dim	4.399999999999977	47.99999999999977	NA	NO RESPONSE	NA
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	147.7	0.4	n/a	n/a	37	dim	3.5999999999999943	39.99999999999994	NA	NO RESPONSE	NA
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	151.7	0.4	n/a	n/a	38	dim	4.900000000000006	53.00000000000006	NA	NO RESPONSE	NA
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	157	0.4	n/a	n/a	39	dim	2.1999999999999886	25.999999999999886	NA	NO RESPONSE	NA
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	159.6	0.4	n/a	n/a	40	dim	3.5999999999999943	39.99999999999994	NA	NO RESPONSE	NA
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	163.6	0.4	n/a	n/a	41	dim	2.8000000000000114	32.000000000000114	NA	NO RESPONSE	NA
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	166.8	0.4	n/a	n/a	42	dim	3.3999999999999773	37.99999999999977	NA	NO RESPONSE	NA
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	170.6	0.4	n/a	n/a	43	dim	4.099999999999994	44.99999999999994	NA	NO RESPONSE	NA
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	175.1	0.4	n/a	n/a	44	dim	2.5999999999999943	29.999999999999943	NA	NO RESPONSE	NA
middle	1	6	ga_dump/sub-06_task-contrast_run-01_ga_events.tsv	178.1	0.4	n/a	n/a	45	dim	3.8000000000000114	42.000000000000114	NA	NO RESPONSE	NA
