trial_type	side	run	subject	trial	onset_expected	duration_expected	orientation	contrast	iti_expected	n_flip_in_trial	exitflag	response	correct	flip_in_trial	flip	vbl_expected	event	answer	vbl	stimulus_onset_time	flip_timestamp	beampos	missed	press_time	phase_1	phase_2	phase_3	phase_4	phase_5
grating	left	8	6	1	0	5	15	0.8	2.8	78	NA	NO RESPONSE	NaN	1	1	0	trial_start	n/a	212086.026143467	NaN	NaN	NaN	NaN	NaN	142.133333333333	65.6	43.7333333333333	21.8666666666667	142.133333333333
grating	left	8	6	1	0	5	15	0.8	2.8	78	NA	NO RESPONSE	NaN	2	2	0.1	trial_going	n/a	212086.126242559	NaN	NaN	NaN	NaN	NaN	142.133333333333	54.6666666666667	98.4	109.333333333333	10.9333333333333
grating	left	8	6	1	0	5	15	0.8	2.8	78	NA	NO RESPONSE	NaN	3	3	0.2	trial_going	n/a	212086.226259024	NaN	NaN	NaN	NaN	NaN	21.8666666666667	76.5333333333333	32.8	54.6666666666667	54.6666666666667
grating	left	8	6	1	0	5	15	0.8	2.8	78	NA	NO RESPONSE	NaN	4	4	0.3	trial_going	n/a	212086.326294719	NaN	NaN	NaN	NaN	NaN	21.8666666666667	131.2	54.6666666666667	87.4666666666667	0
grating	left	8	6	1	0	5	15	0.8	2.8	78	NA	NO RESPONSE	NaN	5	5	0.4	trial_going	n/a	212086.42630187	NaN	NaN	NaN	NaN	NaN	109.333333333333	131.2	109.333333333333	76.5333333333333	98.4
grating	left	8	6	1	0	5	15	0.8	2.8	78	NA	NO RESPONSE	NaN	6	6	0.5	trial_going	n/a	212086.526350485	NaN	NaN	NaN	NaN	NaN	109.333333333333	164	0	109.333333333333	32.8
grating	left	8	6	1	0	5	15	0.8	2.8	78	NA	NO RESPONSE	NaN	7	7	0.6	trial_going	n/a	212086.626176157	NaN	NaN	NaN	NaN	NaN	43.7333333333333	32.8	164	21.8666666666667	21.8666666666667
grating	left	8	6	1	0	5	15	0.8	2.8	78	NA	NO RESPONSE	NaN	8	8	0.7	trial_going	n/a	212086.726416166	NaN	NaN	NaN	NaN	NaN	43.7333333333333	65.6	153.066666666667	87.4666666666667	142.133333333333
grating	left	8	6	1	0	5	15	0.8	2.8	78	NA	NO RESPONSE	NaN	9	9	0.8	trial_going	n/a	212086.826203679	NaN	NaN	NaN	NaN	NaN	164	120.266666666667	131.2	21.8666666666667	32.8
grating	left	8	6	1	0	5	15	0.8	2.8	78	NA	NO RESPONSE	NaN	10	10	0.9	trial_going	n/a	212086.926356855	NaN	NaN	NaN	NaN	NaN	164	21.8666666666667	10.9333333333333	65.6	10.9333333333333
grating	left	8	6	1	0	5	15	0.8	2.8	78	NA	NO RESPONSE	NaN	11	11	1	trial_going	n/a	212087.026369114	NaN	NaN	NaN	NaN	NaN	21.8666666666667	54.6666666666667	153.066666666667	109.333333333333	76.5333333333333
grating	left	8	6	1	0	5	15	0.8	2.8	78	NA	NO RESPONSE	NaN	12	12	1.1	trial_going	n/a	212087.126390687	NaN	NaN	NaN	NaN	NaN	21.8666666666667	131.2	87.4666666666667	87.4666666666667	120.266666666667
grating	left	8	6	1	0	5	15	0.8	2.8	78	NA	NO RESPONSE	NaN	13	13	1.2	trial_going	n/a	212087.226388523	NaN	NaN	NaN	NaN	NaN	164	32.8	43.7333333333333	153.066666666667	142.133333333333
grating	left	8	6	1	0	5	15	0.8	2.8	78	NA	NO RESPONSE	NaN	14	14	1.3	trial_going	n/a	212087.326393872	NaN	NaN	NaN	NaN	NaN	164	54.6666666666667	0	98.4	54.6666666666667
grating	left	8	6	1	0	5	15	0.8	2.8	78	NA	NO RESPONSE	NaN	15	15	1.4	trial_going	n/a	212087.42641214	NaN	NaN	NaN	NaN	NaN	131.2	76.5333333333333	65.6	164	98.4
grating	left	8	6	1	0	5	15	0.8	2.8	78	NA	NO RESPONSE	NaN	16	16	1.5	trial_going	n/a	212087.526439121	NaN	NaN	NaN	NaN	NaN	131.2	54.6666666666667	164	164	43.7333333333333
grating	left	8	6	1	0	5	15	0.8	2.8	78	NA	NO RESPONSE	NaN	17	17	1.6	trial_going	n/a	212087.626445371	NaN	NaN	NaN	NaN	NaN	65.6	10.9333333333333	109.333333333333	109.333333333333	153.066666666667
grating	left	8	6	1	0	5	15	0.8	2.8	78	NA	NO RESPONSE	NaN	18	18	1.7	trial_going	n/a	212087.726466042	NaN	NaN	NaN	NaN	NaN	65.6	87.4666666666667	87.4666666666667	32.8	0
grating	left	8	6	1	0	5	15	0.8	2.8	78	NA	NO RESPONSE	NaN	19	19	1.8	trial_going	n/a	212087.826469888	NaN	NaN	NaN	NaN	NaN	131.2	43.7333333333333	131.2	65.6	98.4
grating	left	8	6	1	0	5	15	0.8	2.8	78	NA	NO RESPONSE	NaN	20	20	1.9	trial_going	n/a	212087.92658791	NaN	NaN	NaN	NaN	NaN	131.2	98.4	54.6666666666667	65.6	32.8
grating	left	8	6	1	0	5	15	0.8	2.8	78	NA	NO RESPONSE	NaN	21	21	2	trial_going	n/a	212088.026524753	NaN	NaN	NaN	NaN	NaN	109.333333333333	0	120.266666666667	153.066666666667	142.133333333333
grating	left	8	6	1	0	5	15	0.8	2.8	78	NA	NO RESPONSE	NaN	22	22	2.1	trial_going	n/a	212088.126527096	NaN	NaN	NaN	NaN	NaN	109.333333333333	98.4	54.6666666666667	21.8666666666667	131.2
grating	left	8	6	1	0	5	15	0.8	2.8	78	NA	NO RESPONSE	NaN	23	23	2.2	trial_going	n/a	212088.226533646	NaN	NaN	NaN	NaN	NaN	142.133333333333	65.6	10.9333333333333	164	65.6
grating	left	8	6	1	0	5	15	0.8	2.8	78	NA	NO RESPONSE	NaN	24	24	2.3	trial_going	n/a	212088.326401383	NaN	NaN	NaN	NaN	NaN	142.133333333333	109.333333333333	153.066666666667	32.8	87.4666666666667
grating	left	8	6	1	0	5	15	0.8	2.8	78	NA	NO RESPONSE	NaN	25	25	2.4	trial_going	n/a	212088.42656838	NaN	NaN	NaN	NaN	NaN	109.333333333333	43.7333333333333	10.9333333333333	120.266666666667	10.9333333333333
grating	left	8	6	1	0	5	15	0.8	2.8	78	NA	NO RESPONSE	NaN	26	26	2.5	trial_going	n/a	212088.526602873	NaN	NaN	NaN	NaN	NaN	109.333333333333	43.7333333333333	120.266666666667	142.133333333333	98.4
grating	left	8	6	1	0	5	15	0.8	2.8	78	NA	NO RESPONSE	NaN	27	27	2.6	trial_going	n/a	212088.626579076	NaN	NaN	NaN	NaN	NaN	120.266666666667	65.6	131.2	43.7333333333333	65.6
grating	left	8	6	1	0	5	15	0.8	2.8	78	NA	NO RESPONSE	NaN	28	28	2.7	trial_going	n/a	212088.726588931	NaN	NaN	NaN	NaN	NaN	120.266666666667	87.4666666666667	54.6666666666667	164	0
grating	left	8	6	1	0	5	15	0.8	2.8	78	NA	NO RESPONSE	NaN	29	29	2.8	trial_going	n/a	212088.826608101	NaN	NaN	NaN	NaN	NaN	109.333333333333	10.9333333333333	0	65.6	65.6
grating	left	8	6	1	0	5	15	0.8	2.8	78	NA	NO RESPONSE	NaN	30	30	2.9	trial_going	n/a	212088.926711099	NaN	NaN	NaN	NaN	NaN	109.333333333333	21.8666666666667	0	98.4	87.4666666666667
grating	left	8	6	1	0	5	15	0.8	2.8	78	NA	NO RESPONSE	NaN	31	31	3	trial_going	n/a	212089.026641632	NaN	NaN	NaN	NaN	NaN	120.266666666667	32.8	54.6666666666667	131.2	10.9333333333333
grating	left	8	6	1	0	5	15	0.8	2.8	78	NA	NO RESPONSE	NaN	32	32	3.1	trial_going	n/a	212089.126665609	NaN	NaN	NaN	NaN	NaN	120.266666666667	10.9333333333333	120.266666666667	43.7333333333333	21.8666666666667
grating	left	8	6	1	0	5	15	0.8	2.8	78	NA	NO RESPONSE	NaN	33	33	3.2	trial_going	n/a	212089.226542059	NaN	NaN	NaN	NaN	NaN	43.7333333333333	10.9333333333333	153.066666666667	164	142.133333333333
grating	left	8	6	1	0	5	15	0.8	2.8	78	NA	NO RESPONSE	NaN	34	34	3.3	trial_going	n/a	212089.32672468	NaN	NaN	NaN	NaN	NaN	43.7333333333333	32.8	76.5333333333333	142.133333333333	131.2
