onset_expected	duration_expected	orientation	contrast	side	trial	subject
0	5	15	0.2	right	1	6
7.6	5	15	0.2	right	2	6
16.3	5	165	0.8	right	3	6
24.9	5	105	0.2	right	4	6
32.9	5	45	0.8	right	5	6
41.4	5	150	0.2	right	6	6
49.3	5	60	0.8	right	7	6
57.2	5	135	0.8	right	8	6
65.7	5	105	0.8	right	9	6
73.3	5	30	0.2	right	10	6
82	5	120	0.8	right	11	6
89.5	5	150	0.8	right	12	6
97.3	5	45	0.2	right	13	6
104.8	5	105	0.8	right	14	6
112.8	5	90	0.8	right	15	6
121.3	5	135	0.2	right	16	6
129.9	5	60	0.8	right	17	6
138	5	120	0.8	right	18	6
146.5	5	150	0.2	right	19	6
154.7	5	75	0.2	right	20	6
163.1	5	105	0.2	right	21	6
170.6	5	15	0.8	right	22	6
178.7	5	75	0.2	right	23	6
186.5	5	90	0.2	right	24	6
194.4	5	90	0.8	right	25	6
203.1	5	0	0.2	right	26	6
210.8	5	30	0.8	right	27	6
218.9	5	60	0.2	right	28	6
226.6	5	45	0.2	right	29	6
234.8	5	60	0.2	right	30	6
243.5	5	120	0.2	right	31	6
251.1	5	75	0.8	right	32	6
259.8	5	0	0.2	right	33	6
267.4	5	165	0.2	right	34	6
275.1	5	0	0.2	right	35	6
283.4	5	0	0.2	right	36	6
291	5	165	0.8	right	37	6
298.6	5	75	0.8	right	38	6
306.9	5	120	0.2	right	39	6
314.4	5	135	0.8	right	40	6
323.1	5	30	0.2	right	41	6
331.3	5	165	0.2	right	42	6
339.2	5	135	0.2	right	43	6
347.6	5	30	0.8	right	44	6
356.3	5	15	0.8	right	45	6
364.2	5	150	0.8	right	46	6
372.6	5	90	0.2	right	47	6
380.8	5	45	0.8	right	48	6
