onset_expected	duration_expected	orientation	contrast	side	trial	subject
0	5	15	0.8	left	1	6
7.8	5	105	0.8	left	2	6
15.3	5	150	0.2	left	3	6
23.1	5	45	0.8	left	4	6
31.3	5	45	0.2	left	5	6
40	5	120	0.8	left	6	6
48.3	5	135	0.8	left	7	6
56.7	5	0	0.2	left	8	6
64.9	5	165	0.2	left	9	6
73	5	45	0.2	left	10	6
81.6	5	15	0.2	left	11	6
89.6	5	0	0.2	left	12	6
97.6	5	120	0.8	left	13	6
105.3	5	75	0.2	left	14	6
113.7	5	0	0.2	left	15	6
121.9	5	165	0.8	left	16	6
129.8	5	60	0.2	left	17	6
138.2	5	30	0.2	left	18	6
145.8	5	90	0.2	left	19	6
153.3	5	105	0.8	left	20	6
161.5	5	90	0.2	left	21	6
169.8	5	15	0.2	left	22	6
178	5	30	0.2	left	23	6
186.6	5	135	0.2	left	24	6
194.9	5	60	0.2	left	25	6
203	5	60	0.8	left	26	6
210.8	5	150	0.8	left	27	6
218.3	5	135	0.2	left	28	6
226.7	5	165	0.2	left	29	6
234.4	5	150	0.2	left	30	6
242.2	5	75	0.8	left	31	6
250	5	75	0.2	left	32	6
258.2	5	15	0.8	left	33	6
266.4	5	120	0.2	left	34	6
274.9	5	0	0.2	left	35	6
283.5	5	120	0.2	left	36	6
292	5	105	0.2	left	37	6
300.7	5	30	0.8	left	38	6
308.4	5	135	0.8	left	39	6
317.1	5	105	0.2	left	40	6
324.6	5	60	0.8	left	41	6
332.4	5	30	0.8	left	42	6
339.9	5	150	0.8	left	43	6
348.2	5	90	0.8	left	44	6
356.8	5	75	0.8	left	45	6
365	5	90	0.8	left	46	6
372.7	5	45	0.8	left	47	6
380.8	5	165	0.8	left	48	6
