onset_expected	duration_expected	orientation	contrast	side	trial	subject
0	5	30	0.8	left	1	5
8.1	5	135	0.2	left	2	5
15.8	5	45	0.2	left	3	5
23.9	5	105	0.8	left	4	5
31.4	5	0	0.2	left	5	5
40	5	60	0.2	left	6	5
48.1	5	105	0.8	left	7	5
55.9	5	30	0.8	left	8	5
63.9	5	30	0.2	left	9	5
72.6	5	105	0.2	left	10	5
80.9	5	150	0.8	left	11	5
89.4	5	120	0.2	left	12	5
97	5	0	0.2	left	13	5
104.8	5	90	0.2	left	14	5
113.3	5	45	0.2	left	15	5
121.7	5	120	0.8	left	16	5
129.7	5	165	0.2	left	17	5
138	5	60	0.2	left	18	5
146.3	5	45	0.8	left	19	5
154	5	15	0.8	left	20	5
161.5	5	165	0.8	left	21	5
169	5	75	0.8	left	22	5
176.6	5	120	0.2	left	23	5
185.1	5	135	0.8	left	24	5
192.7	5	165	0.2	left	25	5
200.6	5	75	0.2	left	26	5
209	5	90	0.8	left	27	5
216.9	5	30	0.2	left	28	5
225	5	75	0.8	left	29	5
232.8	5	120	0.8	left	30	5
241	5	15	0.8	left	31	5
249.1	5	0	0.2	left	32	5
257.5	5	60	0.8	left	33	5
265.1	5	15	0.2	left	34	5
273.8	5	135	0.2	left	35	5
281.8	5	15	0.2	left	36	5
290.3	5	90	0.8	left	37	5
298.3	5	90	0.2	left	38	5
306.8	5	135	0.8	left	39	5
314.9	5	45	0.8	left	40	5
323.1	5	150	0.8	left	41	5
330.6	5	60	0.8	left	42	5
338.8	5	150	0.2	left	43	5
346.5	5	75	0.2	left	44	5
354.8	5	105	0.2	left	45	5
362.9	5	0	0.2	left	46	5
370.6	5	165	0.8	left	47	5
379.1	5	150	0.2	left	48	5
