onset_expected	duration_expected	orientation	contrast	side	trial	subject
0	5	90	0.8	right	1	6
8.5	5	45	0.2	right	2	6
16.9	5	75	0.8	right	3	6
25.3	5	0	0.2	right	4	6
34	5	30	0.2	right	5	6
42.1	5	165	0.2	right	6	6
50.6	5	15	0.2	right	7	6
58.6	5	165	0.8	right	8	6
67.3	5	75	0.8	right	9	6
74.8	5	105	0.8	right	10	6
83.5	5	60	0.2	right	11	6
91.7	5	150	0.2	right	12	6
99.6	5	45	0.8	right	13	6
107.8	5	30	0.2	right	14	6
115.6	5	165	0.2	right	15	6
123.3	5	135	0.2	right	16	6
131.6	5	30	0.8	right	17	6
139.9	5	150	0.8	right	18	6
148.4	5	105	0.2	right	19	6
156.3	5	105	0.2	right	20	6
164.1	5	90	0.2	right	21	6
172	5	45	0.8	right	22	6
179.9	5	60	0.8	right	23	6
188.6	5	150	0.8	right	24	6
197	5	120	0.2	right	25	6
204.8	5	120	0.8	right	26	6
213	5	15	0.8	right	27	6
221.4	5	120	0.8	right	28	6
229.9	5	75	0.2	right	29	6
238.5	5	90	0.8	right	30	6
246.7	5	60	0.2	right	31	6
254.2	5	15	0.2	right	32	6
261.9	5	15	0.8	right	33	6
270.5	5	105	0.8	right	34	6
278.5	5	45	0.2	right	35	6
286.8	5	135	0.2	right	36	6
295.3	5	0	0.2	right	37	6
303.1	5	120	0.2	right	38	6
311.3	5	60	0.8	right	39	6
319	5	75	0.2	right	40	6
326.5	5	135	0.8	right	41	6
334.9	5	135	0.8	right	42	6
342.4	5	90	0.2	right	43	6
350.4	5	30	0.8	right	44	6
358.2	5	165	0.8	right	45	6
365.9	5	150	0.2	right	46	6
374.2	5	0	0.2	right	47	6
382.8	5	0	0.2	right	48	6
