onset_expected	duration_expected	orientation	contrast	side	trial	subject
0	5	0	0.2	right	1	5
8.1	5	120	0.2	right	2	5
16.8	5	120	0.8	right	3	5
25.5	5	30	0.2	right	4	5
33	5	75	0.8	right	5	5
41.4	5	75	0.2	right	6	5
49	5	75	0.8	right	7	5
57.5	5	165	0.2	right	8	5
65.4	5	60	0.8	right	9	5
73.2	5	75	0.2	right	10	5
81.5	5	15	0.2	right	11	5
89.9	5	165	0.8	right	12	5
97.4	5	90	0.2	right	13	5
105.2	5	30	0.8	right	14	5
112.9	5	135	0.8	right	15	5
121.5	5	165	0.8	right	16	5
129.8	5	15	0.8	right	17	5
137.9	5	30	0.8	right	18	5
145.9	5	60	0.2	right	19	5
154.4	5	45	0.2	right	20	5
162.9	5	150	0.8	right	21	5
171.2	5	45	0.8	right	22	5
179.7	5	105	0.2	right	23	5
187.5	5	45	0.8	right	24	5
195.1	5	60	0.8	right	25	5
203.5	5	150	0.8	right	26	5
211.7	5	15	0.2	right	27	5
219.9	5	120	0.8	right	28	5
228.3	5	135	0.8	right	29	5
237	5	150	0.2	right	30	5
245.5	5	90	0.2	right	31	5
254	5	105	0.8	right	32	5
261.9	5	135	0.2	right	33	5
269.6	5	165	0.2	right	34	5
277.5	5	0	0.2	right	35	5
285.9	5	135	0.2	right	36	5
294.5	5	90	0.8	right	37	5
303	5	0	0.2	right	38	5
310.7	5	30	0.2	right	39	5
319.3	5	150	0.2	right	40	5
326.8	5	105	0.2	right	41	5
334.7	5	60	0.2	right	42	5
342.3	5	105	0.8	right	43	5
350.5	5	15	0.8	right	44	5
359	5	0	0.2	right	45	5
366.9	5	120	0.2	right	46	5
374.6	5	45	0.2	right	47	5
382.5	5	90	0.8	right	48	5
