onset_expected	duration_expected	orientation	contrast	side	trial	subject
0	5	135	0.2	left	1	5
8.1	5	120	0.8	left	2	5
16.6	5	165	0.2	left	3	5
24.9	5	60	0.2	left	4	5
32.4	5	150	0.8	left	5	5
40.5	5	150	0.2	left	6	5
48.7	5	105	0.2	left	7	5
56.8	5	90	0.8	left	8	5
65.3	5	75	0.8	left	9	5
73.1	5	15	0.2	left	10	5
81.5	5	165	0.2	left	11	5
89.5	5	105	0.2	left	12	5
97.9	5	150	0.2	left	13	5
106.5	5	165	0.8	left	14	5
115	5	120	0.8	left	15	5
123.5	5	135	0.8	left	16	5
131.1	5	45	0.2	left	17	5
139.6	5	45	0.8	left	18	5
147.7	5	105	0.8	left	19	5
156.2	5	15	0.8	left	20	5
164.9	5	135	0.8	left	21	5
172.9	5	30	0.2	left	22	5
181.1	5	30	0.8	left	23	5
188.7	5	0	0.2	left	24	5
196.9	5	90	0.2	left	25	5
205.4	5	135	0.2	left	26	5
213.1	5	75	0.2	left	27	5
221.7	5	75	0.8	left	28	5
229.7	5	30	0.8	left	29	5
237.5	5	165	0.8	left	30	5
245	5	0	0.2	left	31	5
253.4	5	150	0.8	left	32	5
261.1	5	45	0.8	left	33	5
269.8	5	60	0.8	left	34	5
277.5	5	15	0.2	left	35	5
285.4	5	15	0.8	left	36	5
293.4	5	90	0.2	left	37	5
301.4	5	120	0.2	left	38	5
309.9	5	60	0.2	left	39	5
318.4	5	0	0.2	left	40	5
326.9	5	45	0.2	left	41	5
335.2	5	30	0.2	left	42	5
343.7	5	105	0.8	left	43	5
351.5	5	75	0.2	left	44	5
360	5	90	0.8	left	45	5
368.5	5	120	0.2	left	46	5
376.4	5	60	0.8	left	47	5
384.8	5	0	0.2	left	48	5
