onset_expected	duration_expected	orientation	contrast	side	trial	subject
0	5	90	0.2	left	1	5
7.9	5	90	0.8	left	2	5
16	5	0	0.2	left	3	5
24.3	5	105	0.2	left	4	5
32.3	5	75	0.8	left	5	5
40.6	5	120	0.2	left	6	5
48.8	5	75	0.8	left	7	5
57.3	5	60	0.8	left	8	5
65.5	5	105	0.8	left	9	5
73.3	5	120	0.8	left	10	5
81.4	5	90	0.8	left	11	5
89.4	5	30	0.8	left	12	5
97.3	5	150	0.2	left	13	5
105.9	5	45	0.2	left	14	5
113.8	5	105	0.2	left	15	5
121.9	5	30	0.2	left	16	5
129.6	5	30	0.8	left	17	5
137.7	5	165	0.8	left	18	5
145.4	5	120	0.2	left	19	5
153.5	5	165	0.2	left	20	5
161.9	5	120	0.8	left	21	5
169.7	5	15	0.8	left	22	5
177.9	5	135	0.8	left	23	5
186.4	5	150	0.8	left	24	5
195	5	60	0.2	left	25	5
203.5	5	165	0.2	left	26	5
211.2	5	0	0.2	left	27	5
219.5	5	45	0.8	left	28	5
227.9	5	45	0.2	left	29	5
235.4	5	135	0.8	left	30	5
243.6	5	135	0.2	left	31	5
252.3	5	60	0.8	left	32	5
259.9	5	150	0.8	left	33	5
267.6	5	15	0.8	left	34	5
276.2	5	0	0.2	left	35	5
283.9	5	60	0.2	left	36	5
291.7	5	135	0.2	left	37	5
300	5	15	0.2	left	38	5
307.7	5	15	0.2	left	39	5
315.7	5	45	0.8	left	40	5
323.8	5	90	0.2	left	41	5
331.8	5	150	0.2	left	42	5
339.9	5	75	0.2	left	43	5
347.6	5	165	0.8	left	44	5
355.2	5	105	0.8	left	45	5
363.9	5	75	0.2	left	46	5
371.5	5	0	0.2	left	47	5
379.4	5	30	0.2	left	48	5
