onset_expected	duration_expected	orientation	contrast	side	trial	subject
0	5	75	0.8	left	1	6
8.7	5	45	0.2	left	2	6
16.8	5	165	0.2	left	3	6
24.6	5	150	0.2	left	4	6
32.4	5	90	0.2	left	5	6
40.8	5	90	0.8	left	6	6
49.5	5	135	0.8	left	7	6
57.4	5	45	0.8	left	8	6
65.8	5	135	0.2	left	9	6
73.4	5	30	0.8	left	10	6
81.6	5	60	0.8	left	11	6
89.6	5	90	0.8	left	12	6
98	5	75	0.2	left	13	6
105.8	5	30	0.2	left	14	6
113.4	5	150	0.8	left	15	6
121.4	5	30	0.2	left	16	6
129.7	5	150	0.8	left	17	6
137.3	5	0	0.2	left	18	6
145.3	5	135	0.2	left	19	6
153.6	5	15	0.8	left	20	6
162.1	5	45	0.2	left	21	6
170	5	105	0.2	left	22	6
178	5	150	0.2	left	23	6
186.6	5	105	0.8	left	24	6
195	5	165	0.8	left	25	6
202.8	5	120	0.8	left	26	6
211.2	5	75	0.8	left	27	6
219	5	75	0.2	left	28	6
226.8	5	105	0.2	left	29	6
234.3	5	120	0.8	left	30	6
242.2	5	120	0.2	left	31	6
250.2	5	165	0.8	left	32	6
258	5	60	0.2	left	33	6
265.8	5	15	0.2	left	34	6
273.6	5	45	0.8	left	35	6
282.3	5	0	0.2	left	36	6
290.9	5	120	0.2	left	37	6
298.9	5	15	0.8	left	38	6
307	5	30	0.8	left	39	6
315.2	5	165	0.2	left	40	6
323.3	5	0	0.2	left	41	6
331.1	5	90	0.2	left	42	6
339.8	5	60	0.2	left	43	6
347.5	5	105	0.8	left	44	6
356.1	5	135	0.8	left	45	6
363.6	5	15	0.2	left	46	6
371.5	5	0	0.2	left	47	6
379.9	5	60	0.8	left	48	6
