onset_expected	duration_expected	orientation	contrast	side	trial	subject
0	5	165	0.2	right	1	6
8.6	5	75	0.8	right	2	6
16.7	5	75	0.2	right	3	6
25.3	5	105	0.2	right	4	6
34	5	120	0.8	right	5	6
42.2	5	0	0.2	right	6	6
49.8	5	45	0.8	right	7	6
58.5	5	30	0.2	right	8	6
66.7	5	15	0.8	right	9	6
75.3	5	165	0.2	right	10	6
83.3	5	60	0.8	right	11	6
91.5	5	135	0.2	right	12	6
99	5	60	0.2	right	13	6
107.7	5	0	0.2	right	14	6
116	5	150	0.2	right	15	6
123.6	5	150	0.2	right	16	6
132	5	90	0.8	right	17	6
140	5	105	0.8	right	18	6
147.6	5	30	0.2	right	19	6
155.3	5	135	0.2	right	20	6
163.1	5	120	0.8	right	21	6
170.8	5	15	0.2	right	22	6
179.2	5	90	0.2	right	23	6
187.6	5	90	0.2	right	24	6
195.8	5	105	0.2	right	25	6
204	5	75	0.2	right	26	6
212.3	5	0	0.2	right	27	6
221	5	45	0.8	right	28	6
229.3	5	30	0.8	right	29	6
237.5	5	0	0.2	right	30	6
246.1	5	90	0.8	right	31	6
254.3	5	60	0.8	right	32	6
262.2	5	30	0.8	right	33	6
270.9	5	15	0.8	right	34	6
278.9	5	105	0.8	right	35	6
287.1	5	120	0.2	right	36	6
295.5	5	75	0.8	right	37	6
303.8	5	135	0.8	right	38	6
311.5	5	150	0.8	right	39	6
319.1	5	150	0.8	right	40	6
326.9	5	165	0.8	right	41	6
335.5	5	45	0.2	right	42	6
343.7	5	15	0.2	right	43	6
351.8	5	165	0.8	right	44	6
359.8	5	135	0.8	right	45	6
368.3	5	45	0.2	right	46	6
376.6	5	120	0.2	right	47	6
384.9	5	60	0.2	right	48	6
