onset_expected	duration_expected	orientation	contrast	side	trial	subject
0	5	120	0.8	right	1	6
7.7	5	165	0.8	right	2	6
15.6	5	60	0.8	right	3	6
24.2	5	150	0.8	right	4	6
32.4	5	60	0.8	right	5	6
40.6	5	45	0.2	right	6	6
49.3	5	0	0.2	right	7	6
57.5	5	165	0.2	right	8	6
65	5	90	0.8	right	9	6
73.5	5	30	0.2	right	10	6
81.7	5	105	0.2	right	11	6
89.8	5	45	0.8	right	12	6
97.6	5	15	0.8	right	13	6
105.4	5	75	0.2	right	14	6
113.5	5	60	0.2	right	15	6
121.2	5	120	0.2	right	16	6
128.7	5	60	0.2	right	17	6
136.4	5	45	0.2	right	18	6
144.2	5	165	0.2	right	19	6
151.9	5	90	0.2	right	20	6
160.1	5	135	0.8	right	21	6
168.6	5	30	0.8	right	22	6
177.1	5	15	0.2	right	23	6
185.6	5	135	0.8	right	24	6
194	5	15	0.8	right	25	6
202.6	5	90	0.2	right	26	6
211.1	5	45	0.8	right	27	6
218.8	5	0	0.2	right	28	6
227.5	5	150	0.8	right	29	6
235.1	5	135	0.2	right	30	6
243.4	5	15	0.2	right	31	6
251.1	5	75	0.2	right	32	6
258.9	5	30	0.2	right	33	6
266.8	5	105	0.8	right	34	6
274.5	5	165	0.8	right	35	6
282.6	5	105	0.8	right	36	6
291.3	5	0	0.2	right	37	6
299.3	5	75	0.8	right	38	6
307.5	5	135	0.2	right	39	6
315.7	5	0	0.2	right	40	6
324.1	5	75	0.8	right	41	6
332.1	5	105	0.2	right	42	6
340.7	5	120	0.2	right	43	6
349.3	5	90	0.8	right	44	6
357.7	5	150	0.2	right	45	6
365.5	5	30	0.8	right	46	6
374	5	150	0.2	right	47	6
381.6	5	120	0.8	right	48	6
