onset_expected	duration_expected	orientation	contrast	side	trial	subject
0	5	105	0.2	right	1	6
8.7	5	30	0.8	right	2	6
16.2	5	0	0.2	right	3	6
24.5	5	165	0.2	right	4	6
32.8	5	75	0.2	right	5	6
40.6	5	0	0.2	right	6	6
49.1	5	135	0.2	right	7	6
56.9	5	135	0.2	right	8	6
64.4	5	105	0.2	right	9	6
72	5	60	0.8	right	10	6
80.5	5	30	0.8	right	11	6
88.9	5	90	0.8	right	12	6
97.4	5	120	0.8	right	13	6
105.7	5	135	0.8	right	14	6
114.2	5	150	0.2	right	15	6
121.7	5	90	0.2	right	16	6
129.7	5	165	0.8	right	17	6
137.5	5	165	0.2	right	18	6
145.6	5	15	0.2	right	19	6
154.2	5	105	0.8	right	20	6
162	5	120	0.8	right	21	6
170.2	5	0	0.2	right	22	6
177.7	5	165	0.8	right	23	6
185.4	5	90	0.2	right	24	6
193.9	5	60	0.8	right	25	6
201.6	5	15	0.8	right	26	6
210.1	5	90	0.8	right	27	6
218	5	150	0.8	right	28	6
226.3	5	75	0.8	right	29	6
233.8	5	45	0.8	right	30	6
242.2	5	150	0.8	right	31	6
250.3	5	135	0.8	right	32	6
259	5	150	0.2	right	33	6
266.8	5	120	0.2	right	34	6
274.7	5	30	0.2	right	35	6
282.3	5	45	0.2	right	36	6
291	5	45	0.2	right	37	6
299	5	60	0.2	right	38	6
306.6	5	30	0.2	right	39	6
315	5	45	0.8	right	40	6
323.1	5	105	0.8	right	41	6
331	5	0	0.2	right	42	6
339.4	5	75	0.8	right	43	6
347.9	5	60	0.2	right	44	6
355.7	5	15	0.8	right	45	6
363.8	5	15	0.2	right	46	6
371.8	5	120	0.2	right	47	6
379.5	5	75	0.2	right	48	6
