onset_expected	duration_expected	orientation	contrast	side	trial	subject
0	5	45	0.8	right	1	5
8.7	5	45	0.2	right	2	5
16.3	5	45	0.2	right	3	5
23.8	5	150	0.2	right	4	5
31.6	5	45	0.8	right	5	5
40.3	5	150	0.8	right	6	5
48.2	5	105	0.2	right	7	5
56.2	5	90	0.2	right	8	5
64.4	5	90	0.8	right	9	5
73.1	5	60	0.2	right	10	5
81.8	5	30	0.2	right	11	5
90.2	5	135	0.2	right	12	5
98.8	5	0	0.2	right	13	5
107.2	5	135	0.2	right	14	5
115.9	5	0	0.2	right	15	5
123.4	5	60	0.8	right	16	5
131.1	5	15	0.8	right	17	5
139.5	5	75	0.2	right	18	5
148.1	5	60	0.8	right	19	5
155.7	5	0	0.2	right	20	5
164.2	5	105	0.2	right	21	5
171.9	5	105	0.8	right	22	5
180.2	5	30	0.2	right	23	5
188	5	120	0.8	right	24	5
196.7	5	15	0.8	right	25	5
205.2	5	165	0.8	right	26	5
213.5	5	30	0.8	right	27	5
222.2	5	15	0.2	right	28	5
229.9	5	120	0.8	right	29	5
237.7	5	90	0.8	right	30	5
245.4	5	105	0.8	right	31	5
253.4	5	150	0.2	right	32	5
262.1	5	135	0.8	right	33	5
270.3	5	75	0.8	right	34	5
278	5	75	0.8	right	35	5
285.7	5	90	0.2	right	36	5
294.1	5	30	0.8	right	37	5
302	5	0	0.2	right	38	5
310.5	5	165	0.2	right	39	5
318.2	5	165	0.2	right	40	5
326.2	5	15	0.2	right	41	5
334.3	5	120	0.2	right	42	5
342.8	5	60	0.2	right	43	5
350.8	5	150	0.8	right	44	5
359.2	5	75	0.2	right	45	5
367.9	5	135	0.8	right	46	5
376.1	5	120	0.2	right	47	5
384.7	5	165	0.8	right	48	5
