onset_expected	duration_expected	orientation	contrast	side	trial	subject
0	5	135	0.8	right	1	6
8.1	5	105	0.8	right	2	6
16.7	5	0	0.2	right	3	6
25.1	5	105	0.2	right	4	6
32.8	5	60	0.2	right	5	6
40.5	5	30	0.2	right	6	6
48.4	5	15	0.8	right	7	6
57	5	150	0.2	right	8	6
65.3	5	45	0.2	right	9	6
73.6	5	60	0.8	right	10	6
81.2	5	75	0.2	right	11	6
88.8	5	30	0.2	right	12	6
97.4	5	120	0.2	right	13	6
105.4	5	0	0.2	right	14	6
113.5	5	30	0.8	right	15	6
121.5	5	90	0.2	right	16	6
129.6	5	90	0.2	right	17	6
137.4	5	165	0.2	right	18	6
145.2	5	120	0.2	right	19	6
153.8	5	150	0.8	right	20	6
162.4	5	15	0.8	right	21	6
170.6	5	105	0.8	right	22	6
178.5	5	0	0.2	right	23	6
186.7	5	105	0.2	right	24	6
195	5	60	0.2	right	25	6
203.6	5	75	0.8	right	26	6
211.2	5	90	0.8	right	27	6
219.4	5	45	0.2	right	28	6
227.4	5	15	0.2	right	29	6
235.7	5	135	0.8	right	30	6
243.9	5	150	0.2	right	31	6
251.6	5	45	0.8	right	32	6
259.2	5	165	0.8	right	33	6
266.7	5	45	0.8	right	34	6
274.2	5	75	0.8	right	35	6
282.1	5	150	0.8	right	36	6
290.6	5	165	0.2	right	37	6
298.5	5	120	0.8	right	38	6
306.8	5	165	0.8	right	39	6
315.5	5	15	0.2	right	40	6
323.8	5	0	0.2	right	41	6
332	5	120	0.8	right	42	6
339.8	5	90	0.8	right	43	6
348.2	5	30	0.8	right	44	6
356.8	5	135	0.2	right	45	6
365.4	5	135	0.2	right	46	6
373.6	5	60	0.8	right	47	6
381.9	5	75	0.2	right	48	6
