onset_expected	duration_expected	orientation	contrast	side	trial	subject
0	5	60	0.8	right	1	6
7.6	5	75	0.8	right	2	6
16	5	120	0.2	right	3	6
24.3	5	60	0.2	right	4	6
32.5	5	165	0.2	right	5	6
40.6	5	165	0.8	right	6	6
48.8	5	135	0.8	right	7	6
56.8	5	150	0.2	right	8	6
64.3	5	105	0.2	right	9	6
72.1	5	120	0.2	right	10	6
80.3	5	45	0.2	right	11	6
88.6	5	90	0.2	right	12	6
97.3	5	0	0.2	right	13	6
106	5	105	0.8	right	14	6
113.6	5	30	0.2	right	15	6
121.9	5	135	0.8	right	16	6
130.1	5	15	0.2	right	17	6
138.2	5	75	0.2	right	18	6
146.1	5	15	0.8	right	19	6
154.2	5	165	0.8	right	20	6
162.5	5	135	0.2	right	21	6
171.2	5	0	0.2	right	22	6
178.8	5	105	0.2	right	23	6
187.3	5	45	0.8	right	24	6
195.5	5	75	0.2	right	25	6
204.1	5	30	0.8	right	26	6
211.7	5	120	0.8	right	27	6
219.5	5	60	0.2	right	28	6
227	5	165	0.2	right	29	6
235.1	5	45	0.8	right	30	6
243.5	5	30	0.8	right	31	6
251.3	5	150	0.2	right	32	6
259	5	45	0.2	right	33	6
266.9	5	150	0.8	right	34	6
274.9	5	90	0.8	right	35	6
283.3	5	60	0.8	right	36	6
291.4	5	90	0.2	right	37	6
299.3	5	150	0.8	right	38	6
307.9	5	90	0.8	right	39	6
316.6	5	135	0.2	right	40	6
324.9	5	15	0.2	right	41	6
332.5	5	30	0.2	right	42	6
340.8	5	120	0.8	right	43	6
348.7	5	0	0.2	right	44	6
357.4	5	75	0.8	right	45	6
365.2	5	15	0.8	right	46	6
373.6	5	0	0.2	right	47	6
381.7	5	105	0.8	right	48	6
