onset_expected	duration_expected	orientation	contrast	side	trial	subject
0	5	75	0.2	right	1	6
7.5	5	165	0.2	right	2	6
15.9	5	105	0.2	right	3	6
23.4	5	135	0.8	right	4	6
31.6	5	135	0.8	right	5	6
39.6	5	45	0.2	right	6	6
47.4	5	15	0.8	right	7	6
55.7	5	120	0.2	right	8	6
63.6	5	15	0.2	right	9	6
71.2	5	105	0.8	right	10	6
79.3	5	150	0.8	right	11	6
87	5	0	0.2	right	12	6
95.6	5	30	0.8	right	13	6
103.9	5	0	0.2	right	14	6
112.5	5	90	0.2	right	15	6
120.9	5	105	0.2	right	16	6
129.4	5	165	0.2	right	17	6
137.7	5	120	0.8	right	18	6
146.1	5	45	0.2	right	19	6
154.4	5	105	0.8	right	20	6
162.3	5	135	0.2	right	21	6
170.4	5	45	0.8	right	22	6
179	5	135	0.2	right	23	6
186.5	5	150	0.2	right	24	6
194.6	5	45	0.8	right	25	6
202.6	5	120	0.2	right	26	6
211.2	5	90	0.8	right	27	6
219.5	5	30	0.2	right	28	6
228.2	5	120	0.8	right	29	6
236.4	5	75	0.8	right	30	6
244.9	5	75	0.2	right	31	6
253	5	165	0.8	right	32	6
261.2	5	75	0.8	right	33	6
268.9	5	90	0.2	right	34	6
277.2	5	165	0.8	right	35	6
285.9	5	30	0.8	right	36	6
294	5	60	0.2	right	37	6
302.1	5	15	0.8	right	38	6
310.6	5	150	0.2	right	39	6
318.2	5	60	0.2	right	40	6
326.8	5	90	0.8	right	41	6
334.3	5	150	0.8	right	42	6
342.4	5	60	0.8	right	43	6
350.7	5	30	0.2	right	44	6
358.9	5	60	0.8	right	45	6
367	5	0	0.2	right	46	6
374.9	5	15	0.2	right	47	6
383.1	5	0	0.2	right	48	6
