onset_expected	duration_expected	orientation	contrast	side	trial	subject
0	5	30	0.8	left	1	5
8.1	5	90	0.8	left	2	5
16.4	5	150	0.2	left	3	5
24.3	5	135	0.2	left	4	5
32.1	5	75	0.8	left	5	5
40	5	60	0.2	left	6	5
47.8	5	75	0.2	left	7	5
55.8	5	165	0.8	left	8	5
63.8	5	120	0.2	left	9	5
71.6	5	150	0.2	left	10	5
80.2	5	30	0.2	left	11	5
88.7	5	165	0.2	left	12	5
97.4	5	30	0.8	left	13	5
105.9	5	135	0.2	left	14	5
113.7	5	15	0.2	left	15	5
121.9	5	60	0.2	left	16	5
130.1	5	165	0.2	left	17	5
138.6	5	135	0.8	left	18	5
147.2	5	15	0.8	left	19	5
155.1	5	90	0.2	left	20	5
163.6	5	90	0.2	left	21	5
172	5	75	0.8	left	22	5
180.4	5	105	0.2	left	23	5
188.2	5	0	0.2	left	24	5
195.8	5	45	0.8	left	25	5
203.6	5	105	0.8	left	26	5
211.2	5	90	0.8	left	27	5
219.2	5	45	0.2	left	28	5
227.9	5	150	0.8	left	29	5
235.6	5	165	0.8	left	30	5
243.4	5	120	0.2	left	31	5
251.8	5	0	0.2	left	32	5
259.4	5	45	0.2	left	33	5
267.9	5	60	0.8	left	34	5
276.3	5	120	0.8	left	35	5
284.8	5	75	0.2	left	36	5
293.4	5	0	0.2	left	37	5
302	5	135	0.8	left	38	5
309.5	5	105	0.8	left	39	5
317.7	5	150	0.8	left	40	5
326.2	5	120	0.8	left	41	5
333.8	5	105	0.2	left	42	5
341.6	5	15	0.8	left	43	5
349.6	5	60	0.8	left	44	5
357.7	5	45	0.8	left	45	5
366.3	5	15	0.2	left	46	5
374.1	5	0	0.2	left	47	5
381.7	5	30	0.2	left	48	5
