side	run	subject	filename	onset_expected	duration_expected	orientation	contrast	trial	trial_type	iti_expected	n_flip_in_trial	trial_start	trial_end	exitflag	response	rt	correct	onset	duration
middle	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	4.7	0.4	n/a	n/a	1	dim	9.5	99	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
middle	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	9.9	0.4	n/a	n/a	2	dim	4.899999999999999	52.999999999999986	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
middle	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	15.2	0.4	n/a	n/a	3	dim	4.400000000000002	48.00000000000003	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
middle	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	20	0.4	n/a	n/a	4	dim	4.900000000000002	53.00000000000003	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
middle	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	25.3	0.4	n/a	n/a	5	dim	4.100000000000001	45.000000000000014	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
middle	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	29.8	0.4	n/a	n/a	6	dim	4.199999999999999	46	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
middle	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	34.4	0.4	n/a	n/a	7	dim	2.4000000000000057	28.000000000000057	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
middle	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	37.2	0.4	n/a	n/a	8	dim	2.1999999999999957	25.999999999999957	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
middle	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	39.8	0.4	n/a	n/a	9	dim	2.3000000000000043	27.000000000000043	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
middle	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	42.5	0.4	n/a	n/a	10	dim	3.1000000000000014	35.000000000000014	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
middle	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	46	0.4	n/a	n/a	11	dim	4.899999999999999	52.999999999999986	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
middle	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	51.3	0.4	n/a	n/a	12	dim	3.1000000000000014	35.000000000000014	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
middle	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	54.8	0.4	n/a	n/a	13	dim	4.800000000000004	52.00000000000004	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
middle	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	60	0.4	n/a	n/a	14	dim	2.200000000000003	26.00000000000003	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
middle	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	62.6	0.4	n/a	n/a	15	dim	2.29999999999999	26.9999999999999	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
middle	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	65.3	0.4	n/a	n/a	16	dim	3.5	39	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
middle	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	69.2	0.4	n/a	n/a	17	dim	4.799999999999997	51.99999999999997	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
middle	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	74.4	0.4	n/a	n/a	18	dim	2.3999999999999915	27.999999999999915	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
middle	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	77.2	0.4	n/a	n/a	19	dim	2.3999999999999915	27.999999999999915	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
middle	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	80	0.4	n/a	n/a	20	dim	3	34	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
middle	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	83.4	0.4	n/a	n/a	21	dim	3.3999999999999915	37.999999999999915	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
middle	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	87.2	0.4	n/a	n/a	22	dim	1.9999999999999858	23.999999999999858	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
middle	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	89.6	0.4	n/a	n/a	23	dim	3.200000000000003	36.00000000000003	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
middle	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	93.2	0.4	n/a	n/a	24	dim	2.499999999999986	28.999999999999858	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
middle	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	96.1	0.4	n/a	n/a	25	dim	4.700000000000003	51.00000000000003	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
