onset	duration	orientation	contrast	side	trial	subject
0	5.4375	0	0.2	left	1	5
0	5.4375	15	0.2	right	1	5
3.95018638974224	0.4	n/a	n/a	middle	1	5
7.53482649081312	0.4	n/a	n/a	middle	2	5
8.49216961283704	5.4375	105	0.8	right	2	5
8.6347222832556	5.4375	105	0.8	left	2	5
11.5633370667067	0.4	n/a	n/a	middle	3	5
15.1835705292735	0.4	n/a	n/a	middle	4	5
16.8647119801275	5.4375	90	0.2	left	3	5
17.039357044344	5.4375	0	0.2	right	3	5
18.5939930207755	0.4	n/a	n/a	middle	5	5
22.495471402051	0.4	n/a	n/a	middle	6	5
25.4950126214003	5.4375	105	0.8	right	4	5
25.6050738597505	5.4375	15	0.2	left	4	5
26.2894851930028	0.4	n/a	n/a	middle	7	5
30.5380052892321	0.4	n/a	n/a	middle	8	5
34.0260363251823	5.4375	15	0.2	right	5	5
34.3590475242113	5.4375	165	0.2	left	5	5
34.7737436070078	0.4	n/a	n/a	middle	9	5
38.239812782936	0.4	n/a	n/a	middle	10	5
42.3674418826098	0.4	n/a	n/a	middle	11	5
42.3759329353338	5.4375	90	0.8	right	6	5
42.4556468404568	5.4375	15	0.2	left	6	5
46.5508359262215	0.4	n/a	n/a	middle	12	5
50.3186154389411	0.4	n/a	n/a	middle	13	5
51.0257949406356	5.4375	15	0.2	left	7	5
51.1751925344989	5.4375	75	0.2	right	7	5
54.6971907479229	0.4	n/a	n/a	middle	14	5
58.180815323704	0.4	n/a	n/a	middle	15	5
59.4308308811489	5.4375	15	0.8	left	8	5
59.5765908287704	5.4375	90	0.2	right	8	5
62.4558027646649	0.4	n/a	n/a	middle	16	5
65.9683954155094	0.4	n/a	n/a	middle	17	5
67.9892153032054	5.4375	120	0.2	left	9	5
68.1532543937681	5.4375	60	0.8	right	9	5
69.5735578361132	0.4	n/a	n/a	middle	18	5
73.0257089486736	0.4	n/a	n/a	middle	19	5
76.5252889868724	5.4375	120	0.8	left	10	5
76.6580892156493	5.4375	105	0.8	right	10	5
76.9944973488279	0.4	n/a	n/a	middle	20	5
80.7234082413185	0.4	n/a	n/a	middle	21	5
