side	run	subject	filename	onset_expected	duration_expected	orientation	contrast	trial	trial_type	iti_expected	n_flip_in_trial	exitflag	response	correct
middle	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	4.2	0.4	n/a	n/a	1	dim	6.5	69	NA	NO RESPONSE	NA
middle	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	6.9	0.4	n/a	n/a	2	dim	3.5999999999999996	39.99999999999999	NA	NO RESPONSE	NA
middle	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	10.9	0.4	n/a	n/a	3	dim	2.799999999999999	31.99999999999999	NA	NO RESPONSE	NA
middle	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	14.1	0.4	n/a	n/a	4	dim	4.100000000000003	45.000000000000036	NA	NO RESPONSE	NA
middle	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	18.6	0.4	n/a	n/a	5	dim	4.899999999999999	52.999999999999986	NA	NO RESPONSE	NA
middle	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	23.9	0.4	n/a	n/a	6	dim	3.5000000000000036	39.000000000000036	NA	NO RESPONSE	NA
middle	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	27.8	0.4	n/a	n/a	7	dim	4.599999999999998	49.999999999999986	NA	NO RESPONSE	NA
middle	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	32.8	0.4	n/a	n/a	8	dim	3.700000000000003	41.00000000000003	NA	NO RESPONSE	NA
middle	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	36.9	0.4	n/a	n/a	9	dim	2.4000000000000057	28.000000000000057	NA	NO RESPONSE	NA
middle	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	39.7	0.4	n/a	n/a	10	dim	3.6000000000000014	40.000000000000014	NA	NO RESPONSE	NA
middle	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	43.7	0.4	n/a	n/a	11	dim	2.299999999999997	26.99999999999997	NA	NO RESPONSE	NA
