onset	duration	orientation	contrast	side	trial	subject
0	5.4375	120	0.2	right	1	5
8.49683890840608	5.4375	120	0.8	right	2	5
16.9936335087805	5.4375	120	0.8	right	3	5
25.4904475876072	5.4375	165	0.8	right	4	5
33.9844610449198	5.4375	30	0.2	right	5	5
42.4840922535286	5.4375	135	0.8	right	6	5
50.980894148735	5.4375	90	0.2	right	7	5
59.4770156988027	5.4375	150	0.8	right	8	5
68.1919833620118	5.4375	150	0.2	right	9	5
76.683230728036	5.4375	60	0.2	right	10	5
84.9687569099361	5.4375	90	0.2	right	11	5
93.4630399136205	5.4375	150	0.8	right	12	5
101.961825898767	5.4375	60	0.2	right	13	5
110.451475327603	5.4375	150	0.8	right	14	5
119.1674783816	5.4375	75	0.2	right	15	5
127.664297111493	5.4375	30	0.8	right	16	5
136.161027366417	5.4375	75	0.8	right	17	5
144.445975903481	5.4375	105	0.8	right	18	5
153.154896850681	5.4375	75	0.8	right	19	5
161.439308366439	5.4375	120	0.2	right	20	5
169.977184177072	5.4375	0	0.2	right	21	5
178.466156204573	5.4375	105	0.2	right	22	5
186.930031032068	5.4375	45	0.2	right	23	5
195.426822557945	5.4375	135	0.8	right	24	5
203.923276722294	5.4375	0	0.2	right	25	5
212.43980839441	5.4375	60	0.8	right	26	5
220.884395130963	5.4375	0	0.2	right	27	5
229.414107513821	5.4375	165	0.2	right	28	5
238.123334774198	5.4375	15	0.8	right	29	5
246.619724664743	5.4375	0	0.2	right	30	5
254.904559945428	5.4375	15	0.8	right	31	5
263.613390418029	5.4375	75	0.8	right	32	5
272.110202382397	5.4375	0	0.2	right	33	5
280.601384876465	5.4375	15	0.2	right	34	5
289.103882926188	5.4375	15	0.8	right	35	5
297.600674721132	5.4375	105	0.2	right	36	5
306.099390634908	5.4375	45	0.2	right	37	5
314.593847882236	5.4375	120	0.2	right	38	5
322.879123696107	5.4375	45	0.2	right	39	5
331.740402400184	5.4375	120	0.8	right	40	5
340.084732533829	5.4375	45	0.8	right	41	5
348.581562567239	5.4375	120	0.8	right	42	5
357.078674966117	5.4375	90	0.8	right	43	5
365.574936157518	5.4375	15	0.8	right	44	5
374.072068830774	5.4375	135	0.2	right	45	5
382.568590325587	5.4375	165	0.2	right	46	5
391.065681183419	5.4375	45	0.8	right	47	5
399.5625	5.4375	135	0.2	right	48	5
