side	run	subject	filename	onset_expected	duration_expected	orientation	contrast	trial	trial_type	iti_expected	n_flip_in_trial	trial_start	trial_end	exitflag	response	rt	correct	onset	duration
middle	9	5	ga_dump/sub-05_task-contrast_run-09_ga_events.tsv	4.5	0.4	n/a	n/a	1	dim	7.699999999999999	81	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
middle	9	5	ga_dump/sub-05_task-contrast_run-09_ga_events.tsv	8.1	0.4	n/a	n/a	2	dim	4.699999999999999	51	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
middle	9	5	ga_dump/sub-05_task-contrast_run-09_ga_events.tsv	13.2	0.4	n/a	n/a	3	dim	3.5000000000000036	39.000000000000036	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
middle	9	5	ga_dump/sub-05_task-contrast_run-09_ga_events.tsv	17.1	0.4	n/a	n/a	4	dim	4.899999999999999	52.999999999999986	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
middle	9	5	ga_dump/sub-05_task-contrast_run-09_ga_events.tsv	22.4	0.4	n/a	n/a	5	dim	3.8000000000000043	42.00000000000004	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
middle	9	5	ga_dump/sub-05_task-contrast_run-09_ga_events.tsv	26.6	0.4	n/a	n/a	6	dim	4	44	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
middle	9	5	ga_dump/sub-05_task-contrast_run-09_ga_events.tsv	31	0.4	n/a	n/a	7	dim	4.800000000000004	52.00000000000004	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
middle	9	5	ga_dump/sub-05_task-contrast_run-09_ga_events.tsv	36.2	0.4	n/a	n/a	8	dim	3.299999999999997	36.99999999999997	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
middle	9	5	ga_dump/sub-05_task-contrast_run-09_ga_events.tsv	39.9	0.4	n/a	n/a	9	dim	3.9000000000000057	43.00000000000006	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
middle	9	5	ga_dump/sub-05_task-contrast_run-09_ga_events.tsv	44.2	0.4	n/a	n/a	10	dim	2.6000000000000014	30.000000000000014	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
middle	9	5	ga_dump/sub-05_task-contrast_run-09_ga_events.tsv	47.2	0.4	n/a	n/a	11	dim	3.6999999999999957	40.99999999999996	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
