onset	duration	orientation	contrast	side	trial	subject
0	5.4375	120	0.8	left	1	5
0	5.4375	60	0.2	right	1	5
3.95018638974224	0.4	n/a	n/a	middle	1	5
7.53482649081312	0.4	n/a	n/a	middle	2	5
8.50131929169441	5.4375	0	0.2	right	2	5
8.57875963399973	5.4375	90	0.8	left	2	5
11.5633370667067	0.4	n/a	n/a	middle	3	5
15.1835705292735	0.4	n/a	n/a	middle	4	5
17.0026606776599	5.4375	90	0.2	right	3	5
17.0476502767409	5.4375	45	0.8	left	3	5
18.5939930207755	0.4	n/a	n/a	middle	5	5
22.495471402051	0.4	n/a	n/a	middle	6	5
25.5039829775324	5.4375	165	0.8	right	4	5
25.6280862033075	5.4375	60	0.8	left	4	5
26.2894851930028	0.4	n/a	n/a	middle	7	5
30.5380052892321	0.4	n/a	n/a	middle	8	5
34.0053188910536	5.4375	105	0.8	right	5	5
34.0128370863888	5.4375	75	0.2	left	5	5
34.7737436070078	0.4	n/a	n/a	middle	9	5
38.239812782936	0.4	n/a	n/a	middle	10	5
42.3674418826098	0.4	n/a	n/a	middle	11	5
42.5053464473026	5.4375	15	0.2	right	6	5
42.5069884328097	5.4375	15	0.8	left	6	5
46.5508359262215	0.4	n/a	n/a	middle	12	5
50.3186154389411	0.4	n/a	n/a	middle	13	5
50.9625113271535	5.4375	135	0.2	left	7	5
51.0079208700358	5.4375	30	0.2	right	7	5
54.6971907479229	0.4	n/a	n/a	middle	14	5
58.180815323704	0.4	n/a	n/a	middle	15	5
59.5092975791291	5.4375	45	0.8	right	8	5
59.6565217496353	5.4375	105	0.2	left	8	5
62.4558027646649	0.4	n/a	n/a	middle	16	5
65.9683954155094	0.4	n/a	n/a	middle	17	5
67.9956243983433	5.4375	45	0.8	left	9	5
68.0158239286951	5.4375	30	0.2	right	9	5
69.5735578361132	0.4	n/a	n/a	middle	18	5
73.0257089486736	0.4	n/a	n/a	middle	19	5
76.4528887024998	5.4375	30	0.2	left	10	5
76.5119674463108	5.4375	60	0.8	right	10	5
76.9944973488279	0.4	n/a	n/a	middle	20	5
80.7234082413185	0.4	n/a	n/a	middle	21	5
84.3427436034091	0.4	n/a	n/a	middle	22	5
85.0133145462488	5.4375	105	0.8	right	11	5
85.0150008966495	5.4375	135	0.8	left	11	5
88.4309496329761	0.4	n/a	n/a	middle	23	5
92.0695578841252	0.4	n/a	n/a	middle	24	5
93.5106544137454	5.4375	120	0.8	left	12	5
93.5148845135875	5.4375	120	0.2	right	12	5
96.3773554734854	0.4	n/a	n/a	middle	25	5
100.197722039827	0.4	n/a	n/a	middle	26	5
101.985866207061	5.4375	120	0.8	left	13	5
102.015945560266	5.4375	120	0.8	right	13	5
104.058531867047	0.4	n/a	n/a	middle	27	5
108.238788917112	0.4	n/a	n/a	middle	28	5
110.51728004133	5.4375	165	0.2	right	14	5
110.571245214029	5.4375	105	0.8	left	14	5
111.868537277012	0.4	n/a	n/a	middle	29	5
115.564364602042	0.4	n/a	n/a	middle	30	5
119.01861972186	5.4375	15	0.2	right	15	5
119.315727348462	5.4375	165	0.2	left	15	5
119.659004501504	0.4	n/a	n/a	middle	31	5
123.792565769122	0.4	n/a	n/a	middle	32	5
127.474787009153	5.4375	120	0.2	left	16	5
127.519999871994	5.4375	165	0.8	right	16	5
127.696487472052	0.4	n/a	n/a	middle	33	5
131.248129037243	0.4	n/a	n/a	middle	34	5
135.306354947522	0.4	n/a	n/a	middle	35	5
136.019682184984	5.4375	15	0.8	right	17	5
136.055760928877	5.4375	45	0.8	left	17	5
139.529505992592	0.4	n/a	n/a	middle	36	5
143.464697609626	0.4	n/a	n/a	middle	37	5
144.504886503819	5.4375	0	0.2	left	18	5
144.522275738983	5.4375	15	0.8	right	18	5
147.016736868557	0.4	n/a	n/a	middle	38	5
151.033655969098	0.4	n/a	n/a	middle	39	5
152.86234919637	5.4375	15	0.8	left	19	5
153.023636366068	5.4375	15	0.8	right	19	5
155.03453420206	0.4	n/a	n/a	middle	40	5
159.097048314429	0.4	n/a	n/a	middle	41	5
161.525234392082	5.4375	75	0.2	right	20	5
161.983305203974	5.4375	135	0.8	left	20	5
163.033892218521	0.4	n/a	n/a	middle	42	5
167.34191163726	0.4	n/a	n/a	middle	43	5
170.026551690819	5.4375	135	0.8	right	21	5
170.264335525493	5.4375	0	0.2	left	21	5
171.462991288602	0.4	n/a	n/a	middle	44	5
174.895775880205	0.4	n/a	n/a	middle	45	5
178.44962288464	5.4375	45	0.2	left	22	5
178.504464802387	5.4375	15	0.8	right	22	5
178.66565457889	0.4	n/a	n/a	middle	46	5
182.611224960642	0.4	n/a	n/a	middle	47	5
186.393193958472	0.4	n/a	n/a	middle	48	5
187.029256386872	5.4375	30	0.2	right	23	5
187.27844469367	5.4375	0	0.2	left	23	5
190.040485563655	0.4	n/a	n/a	middle	49	5
193.445529854107	0.4	n/a	n/a	middle	50	5
195.533006607245	5.4375	0	0.2	right	24	5
195.784385518602	5.4375	45	0.2	left	24	5
197.483027188404	0.4	n/a	n/a	middle	51	5
201.494063693502	0.4	n/a	n/a	middle	52	5
203.958967353355	5.4375	30	0.8	left	25	5
204.036676564403	5.4375	60	0.8	right	25	5
205.018428412179	0.4	n/a	n/a	middle	53	5
209.231761399955	0.4	n/a	n/a	middle	54	5
212.522709681427	5.4375	45	0.2	left	26	5
212.534568022352	5.4375	135	0.2	right	26	5
213.353241847429	0.4	n/a	n/a	middle	55	5
217.406030162281	0.4	n/a	n/a	middle	56	5
221.034244982805	5.4375	135	0.8	right	27	5
221.304411038916	5.4375	105	0.2	left	27	5
221.694586855168	0.4	n/a	n/a	middle	57	5
225.728033469262	0.4	n/a	n/a	middle	58	5
229.535972276825	5.4375	120	0.8	right	28	5
229.772249965672	5.4375	45	0.2	left	28	5
229.911257774718	0.4	n/a	n/a	middle	59	5
233.401011177918	0.4	n/a	n/a	middle	60	5
237.063691076184	0.4	n/a	n/a	middle	61	5
237.911282139538	5.4375	75	0.2	left	29	5
238.037192348337	5.4375	15	0.8	right	29	5
240.845438443776	0.4	n/a	n/a	middle	62	5
245.081169216494	0.4	n/a	n/a	middle	63	5
246.53897211182	5.4375	15	0.8	right	30	5
246.696407364541	5.4375	120	0.8	left	30	5
248.799318014685	0.4	n/a	n/a	middle	64	5
252.86944788907	0.4	n/a	n/a	middle	65	5
254.942598914051	5.4375	150	0.2	left	31	5
255.03988653882	5.4375	105	0.2	right	31	5
256.959612145669	0.4	n/a	n/a	middle	66	5
