onset	duration	orientation	contrast	side	trial	subject
0	5.4375	60	0.8	left	1	5
8.50085497510414	5.4375	135	0.2	left	2	5
16.9778930204709	5.4375	105	0.2	left	3	5
25.5148335329673	5.4375	45	0.8	left	4	5
34.0090052819534	5.4375	120	0.2	left	5	5
42.5082708193917	5.4375	15	0.2	left	6	5
51.0152451471956	5.4375	45	0.2	left	7	5
59.4996150046702	5.4375	135	0.8	left	8	5
67.7717864430136	5.4375	90	0.2	left	9	5
76.1462841054852	5.4375	15	0.2	left	10	5
84.9321391819014	5.4375	165	0.2	left	11	5
93.7980177828194	5.4375	15	0.2	left	12	5
102.017130266749	5.4375	75	0.2	left	13	5
110.515783834221	5.4375	90	0.2	left	14	5
119.015603009852	5.4375	0	0.2	left	15	5
127.525918341607	5.4375	15	0.2	left	16	5
136.027890046523	5.4375	120	0.2	left	17	5
144.521685618604	5.4375	165	0.8	left	18	5
153.024248000769	5.4375	30	0.2	left	19	5
161.522789184148	5.4375	150	0.8	left	20	5
170.076764366789	5.4375	165	0.8	left	21	5
178.552540802544	5.4375	90	0.8	left	22	5
187.352722281769	5.4375	165	0.8	left	23	5
195.449324966783	5.4375	90	0.8	left	24	5
204.407046381363	5.4375	15	0.8	left	25	5
212.377770655571	5.4375	135	0.8	left	26	5
220.91721475967	5.4375	150	0.2	left	27	5
229.60927317618	5.4375	0	0.2	left	28	5
238.008267228768	5.4375	75	0.2	left	29	5
246.525439725028	5.4375	120	0.8	left	30	5
255.433128758999	5.4375	30	0.8	left	31	5
263.525070116045	5.4375	30	0.8	left	32	5
272.102293799189	5.4375	15	0.8	left	33	5
280.511997555646	5.4375	120	0.8	left	34	5
288.933560508572	5.4375	75	0.2	left	35	5
297.548169048184	5.4375	75	0.8	left	36	5
305.621311607867	5.4375	75	0.2	left	37	5
314.56515153605	5.4375	30	0.8	left	38	5
323.261005005414	5.4375	45	0.8	left	39	5
331.565558262211	5.4375	15	0.8	left	40	5
339.904365205148	5.4375	105	0.8	left	41	5
348.556627504507	5.4375	30	0.2	left	42	5
357.056028394105	5.4375	0	0.2	left	43	5
365.55449540691	5.4375	60	0.2	left	44	5
374.057693383094	5.4375	30	0.2	left	45	5
382.578253736974	5.4375	120	0.2	left	46	5
390.838749176723	5.4375	15	0.2	left	47	5
399.5625	5.4375	15	0.2	left	48	5
