onset	duration	orientation	contrast	side	trial	subject
0	5	45	0.2	right	1	5
8.6	5	75	0.2	right	2	5
17.3	5	150	0.2	right	3	5
25	5	30	0.8	right	4	5
33.5	5	90	0.2	right	5	5
41.4	5	150	0.2	right	6	5
49	5	120	0.2	right	7	5
57	5	75	0.8	right	8	5
64.5	5	30	0.2	right	9	5
73	5	105	0.2	right	10	5
81.4	5	0	0.2	right	11	5
89.5	5	120	0.8	right	12	5
97	5	135	0.8	right	13	5
104.5	5	60	0.2	right	14	5
113.1	5	45	0.8	right	15	5
121.5	5	105	0.8	right	16	5
130.1	5	15	0.8	right	17	5
138	5	105	0.2	right	18	5
146	5	15	0.8	right	19	5
154.7	5	165	0.2	right	20	5
162.4	5	135	0.2	right	21	5
171	5	105	0.8	right	22	5
179.6	5	90	0.8	right	23	5
187.9	5	60	0.2	right	24	5
196.3	5	165	0.8	right	25	5
204.3	5	15	0.2	right	26	5
212.3	5	60	0.8	right	27	5
220.1	5	135	0.2	right	28	5
228.5	5	45	0.8	right	29	5
237.1	5	165	0.2	right	30	5
244.9	5	135	0.8	right	31	5
252.7	5	30	0.8	right	32	5
261.4	5	90	0.2	right	33	5
269	5	60	0.8	right	34	5
276.8	5	120	0.2	right	35	5
285.5	5	150	0.8	right	36	5
293.7	5	75	0.2	right	37	5
301.3	5	0	0.2	right	38	5
309.6	5	75	0.8	right	39	5
317.7	5	150	0.8	right	40	5
325.4	5	0	0.2	right	41	5
333.2	5	120	0.8	right	42	5
341.1	5	165	0.8	right	43	5
349.5	5	45	0.2	right	44	5
357.1	5	30	0.2	right	45	5
365.4	5	90	0.8	right	46	5
373.8	5	0	0.2	right	47	5
382.4	5	15	0.2	right	48	5
