onset	duration	orientation	contrast	side	trial	subject
0	5.4375	135	0.2	left	1	4
8.50134142103	5.4375	45	0.8	left	2	4
17.0026592226296	5.4375	105	0.2	left	3	4
25.5039909439948	5.4375	30	0.8	left	4	4
34.0053141507268	5.4375	105	0.8	left	5	4
42.5064796629605	5.4375	75	0.2	left	6	4
51.0079931798299	5.4375	75	0.8	left	7	4
59.5089239088315	5.4375	90	0.8	left	8	4
68.0104204913362	5.4375	90	0.2	left	9	4
76.5118443794287	5.4375	45	0.2	left	10	4
85.013442356515	5.4375	75	0.8	left	11	4
93.5145608281779	5.4375	90	0.8	left	12	4
102.015730411958	5.4375	0	0.2	left	13	4
110.517482331571	5.4375	135	0.8	left	14	4
119.01580626961	5.4375	120	0.2	left	15	4
127.519864065544	5.4375	15	0.2	left	16	4
136.021263856939	5.4375	0	0.2	left	17	4
144.521140336803	5.4375	105	0.8	left	18	4
153.023921503361	5.4375	150	0.2	left	19	4
161.525321681632	5.4375	45	0.2	left	20	4
170.027083246193	5.4375	60	0.8	left	21	4
178.5269512504	5.4375	15	0.2	left	22	4
187.029234641205	5.4375	15	0.8	left	23	4
195.53072432984	5.4375	150	0.2	left	24	4
204.031931495337	5.4375	105	0.2	left	25	4
212.533270775869	5.4375	120	0.2	left	26	4
221.034524200022	5.4375	135	0.2	left	27	4
229.535845816709	5.4375	150	0.8	left	28	4
238.03723945479	5.4375	165	0.8	left	29	4
246.538579367789	5.4375	15	0.2	left	30	4
255.039863396742	5.4375	90	0.2	left	31	4
263.541210446921	5.4375	120	0.8	left	32	4
272.042532874558	5.4375	0	0.2	left	33	4
280.543720402033	5.4375	0	0.2	left	34	4
289.044837621257	5.4375	165	0.8	left	35	4
297.546522695119	5.4375	165	0.2	left	36	4
306.046795103566	5.4375	30	0.2	left	37	4
314.548732111568	5.4375	75	0.2	left	38	4
323.049716656496	5.4375	45	0.8	left	39	4
331.551016396476	5.4375	30	0.8	left	40	4
340.053185551451	5.4375	60	0.8	left	41	4
348.554533044112	5.4375	15	0.8	left	42	4
357.055850426299	5.4375	120	0.8	left	43	4
365.557638633965	5.4375	60	0.2	left	44	4
374.058491082026	5.4375	60	0.2	left	45	4
382.560598823553	5.4375	165	0.8	left	46	4
391.061793967434	5.4375	135	0.8	left	47	4
399.5625	5.4375	30	0.2	left	48	4
