onset	duration	orientation	contrast	side	trial	subject
0	5	75	0.8	left	1	5
0	5	45	0.2	right	1	5
8.2	5	135	0.8	right	2	5
8.5	5	135	0.8	left	2	5
16	5	135	0.2	right	3	5
16.3	5	165	0.2	left	3	5
21	0.4	n/a	n/a	middle	8	5
21	0.4	n/a	n/a	middle	22	5
21	0.4	n/a	n/a	middle	50	5
21	0.4	n/a	n/a	middle	79	5
21	0.4	n/a	n/a	middle	82	5
22	0.4	n/a	n/a	middle	18	5
22	0.4	n/a	n/a	middle	37	5
22	0.4	n/a	n/a	middle	49	5
22	0.4	n/a	n/a	middle	66	5
22	0.4	n/a	n/a	middle	83	5
23	0.4	n/a	n/a	middle	78	5
24	0.4	n/a	n/a	middle	3	5
24	0.4	n/a	n/a	middle	12	5
24	0.4	n/a	n/a	middle	39	5
24	0.4	n/a	n/a	middle	57	5
24	0.4	n/a	n/a	middle	70	5
24	0.4	n/a	n/a	middle	74	5
24.2	5	165	0.2	right	4	5
24.7	5	45	0.8	left	4	5
25	0.4	n/a	n/a	middle	14	5
25	0.4	n/a	n/a	middle	43	5
26	0.4	n/a	n/a	middle	9	5
27	0.4	n/a	n/a	middle	1	5
27	0.4	n/a	n/a	middle	38	5
27	0.4	n/a	n/a	middle	45	5
27	0.4	n/a	n/a	middle	67	5
27	0.4	n/a	n/a	middle	68	5
28	0.4	n/a	n/a	middle	51	5
28	0.4	n/a	n/a	middle	55	5
29	0.4	n/a	n/a	middle	15	5
29	0.4	n/a	n/a	middle	36	5
29	0.4	n/a	n/a	middle	40	5
29	0.4	n/a	n/a	middle	64	5
29	0.4	n/a	n/a	middle	75	5
30	0.4	n/a	n/a	middle	47	5
30	0.4	n/a	n/a	middle	52	5
31	0.4	n/a	n/a	middle	72	5
31.7	5	150	0.8	right	5	5
33	0.4	n/a	n/a	middle	5	5
33	0.4	n/a	n/a	middle	16	5
33	0.4	n/a	n/a	middle	62	5
33.1	5	45	0.2	left	5	5
34	0.4	n/a	n/a	middle	60	5
35	0.4	n/a	n/a	middle	6	5
35	0.4	n/a	n/a	middle	23	5
35	0.4	n/a	n/a	middle	28	5
35	0.4	n/a	n/a	middle	35	5
35	0.4	n/a	n/a	middle	63	5
36	0.4	n/a	n/a	middle	33	5
36	0.4	n/a	n/a	middle	54	5
37	0.4	n/a	n/a	middle	27	5
37	0.4	n/a	n/a	middle	73	5
38	0.4	n/a	n/a	middle	4	5
38	0.4	n/a	n/a	middle	7	5
38	0.4	n/a	n/a	middle	61	5
39	0.4	n/a	n/a	middle	30	5
39	0.4	n/a	n/a	middle	77	5
39.3	5	150	0.2	right	6	5
40	0.4	n/a	n/a	middle	2	5
40	0.4	n/a	n/a	middle	26	5
40	0.4	n/a	n/a	middle	29	5
40	0.4	n/a	n/a	middle	42	5
40.9	5	90	0.2	left	6	5
41	0.4	n/a	n/a	middle	13	5
41	0.4	n/a	n/a	middle	20	5
41	0.4	n/a	n/a	middle	25	5
41	0.4	n/a	n/a	middle	32	5
41	0.4	n/a	n/a	middle	34	5
41	0.4	n/a	n/a	middle	65	5
43	0.4	n/a	n/a	middle	17	5
43	0.4	n/a	n/a	middle	56	5
45	0.4	n/a	n/a	middle	10	5
45	0.4	n/a	n/a	middle	11	5
45	0.4	n/a	n/a	middle	46	5
45	0.4	n/a	n/a	middle	53	5
45	0.4	n/a	n/a	middle	69	5
46	0.4	n/a	n/a	middle	21	5
47	0.4	n/a	n/a	middle	19	5
47	0.4	n/a	n/a	middle	31	5
47	0.4	n/a	n/a	middle	44	5
47	0.4	n/a	n/a	middle	59	5
47	0.4	n/a	n/a	middle	76	5
47	0.4	n/a	n/a	middle	80	5
47	0.4	n/a	n/a	middle	81	5
47.7	5	0	0.2	right	7	5
48	0.4	n/a	n/a	middle	48	5
48	0.4	n/a	n/a	middle	58	5
48	0.4	n/a	n/a	middle	71	5
48.9	5	60	0.2	left	7	5
50	0.4	n/a	n/a	middle	24	5
50	0.4	n/a	n/a	middle	41	5
55.8	5	0	0.2	right	8	5
56.6	5	135	0.2	left	8	5
63.6	5	90	0.2	right	9	5
64.1	5	150	0.8	left	9	5
71.8	5	30	0.8	left	10	5
72.2	5	30	0.2	right	10	5
80.5	5	0	0.2	left	11	5
80.9	5	105	0.2	right	11	5
88.4	5	165	0.8	left	12	5
89.2	5	165	0.8	right	12	5
96.7	5	105	0.8	left	13	5
97.6	5	120	0.2	right	13	5
105.3	5	75	0.2	left	14	5
105.5	5	45	0.2	right	14	5
113.9	5	75	0.8	right	15	5
114	5	120	0.8	left	15	5
122.3	5	90	0.8	right	16	5
122.5	5	45	0.8	left	16	5
130.5	5	90	0.2	left	17	5
130.9	5	75	0.8	right	17	5
138.5	5	0	0.2	left	18	5
138.8	5	120	0.8	right	18	5
146.7	5	30	0.8	left	19	5
147.4	5	15	0.8	right	19	5
155	5	15	0.2	left	20	5
155.2	5	120	0.8	right	20	5
163.2	5	60	0.8	right	21	5
163.4	5	15	0.8	left	21	5
171.3	5	15	0.2	right	22	5
172.1	5	45	0.2	left	22	5
179.4	5	150	0.8	right	23	5
179.8	5	120	0.2	left	23	5
187.6	5	15	0.8	left	24	5
187.7	5	90	0.2	right	24	5
195.9	5	90	0.8	left	25	5
196.1	5	105	0.8	right	25	5
203.6	5	105	0.8	right	26	5
204	5	150	0.8	left	26	5
211.7	5	135	0.2	right	27	5
212.1	5	60	0.8	left	27	5
219.5	5	75	0.2	right	28	5
219.8	5	150	0.2	left	28	5
227.9	5	150	0.2	right	29	5
228.1	5	75	0.8	left	29	5
236.6	5	60	0.2	right	30	5
236.8	5	60	0.8	left	30	5
244.2	5	120	0.2	right	31	5
245.3	5	120	0.8	left	31	5
251.8	5	75	0.2	right	32	5
253.8	5	150	0.2	left	32	5
260.2	5	135	0.8	right	33	5
262.2	5	30	0.2	left	33	5
267.7	5	45	0.8	right	34	5
269.9	5	75	0.2	left	34	5
276.4	5	30	0.8	right	35	5
277.7	5	135	0.8	left	35	5
284.6	5	60	0.2	right	36	5
286.2	5	105	0.2	left	36	5
293	5	90	0.8	right	37	5
293.8	5	0	0.2	left	37	5
300.9	5	105	0.2	right	38	5
301.7	5	60	0.2	left	38	5
309.5	5	30	0.2	right	39	5
310	5	165	0.8	left	39	5
317.1	5	0	0.2	right	40	5
317.6	5	15	0.2	left	40	5
325.7	5	90	0.8	left	41	5
325.7	5	165	0.8	right	41	5
333.2	5	45	0.8	right	42	5
334.2	5	165	0.2	left	42	5
340.9	5	15	0.8	right	43	5
342	5	30	0.2	left	43	5
348.5	5	60	0.8	right	44	5
349.5	5	120	0.2	left	44	5
356.2	5	15	0.2	right	45	5
357.9	5	105	0.8	left	45	5
364.8	5	0	0.2	right	46	5
366.4	5	105	0.2	left	46	5
373.3	5	30	0.8	right	47	5
374	5	135	0.2	left	47	5
381.9	5	0	0.2	left	48	5
381.9	5	165	0.2	right	48	5
