onset	duration	orientation	contrast	side	trial	subject
0	5	90	0.8	left	1	5
0	5	165	0.8	right	1	5
7.5	5	45	0.2	left	2	5
8.3	5	90	0.2	right	2	5
16.2	5	30	0.2	left	3	5
16.4	5	90	0.2	right	3	5
20	0.4	n/a	n/a	middle	22	5
20	0.4	n/a	n/a	middle	33	5
20	0.4	n/a	n/a	middle	50	5
20	0.4	n/a	n/a	middle	75	5
22	0.4	n/a	n/a	middle	49	5
22	0.4	n/a	n/a	middle	78	5
22	0.4	n/a	n/a	middle	83	5
23	0.4	n/a	n/a	middle	2	5
23	0.4	n/a	n/a	middle	23	5
23.9	5	15	0.8	left	4	5
24	5	30	0.2	right	4	5
24	0.4	n/a	n/a	middle	30	5
24	0.4	n/a	n/a	middle	40	5
25	0.4	n/a	n/a	middle	48	5
25	0.4	n/a	n/a	middle	72	5
25	0.4	n/a	n/a	middle	82	5
26	0.4	n/a	n/a	middle	5	5
26	0.4	n/a	n/a	middle	71	5
27	0.4	n/a	n/a	middle	1	5
27	0.4	n/a	n/a	middle	3	5
27	0.4	n/a	n/a	middle	25	5
28	0.4	n/a	n/a	middle	4	5
28	0.4	n/a	n/a	middle	16	5
28	0.4	n/a	n/a	middle	34	5
28	0.4	n/a	n/a	middle	38	5
28	0.4	n/a	n/a	middle	45	5
28	0.4	n/a	n/a	middle	59	5
28	0.4	n/a	n/a	middle	63	5
29	0.4	n/a	n/a	middle	53	5
29	0.4	n/a	n/a	middle	69	5
30	0.4	n/a	n/a	middle	8	5
30	0.4	n/a	n/a	middle	35	5
30	0.4	n/a	n/a	middle	79	5
31	0.4	n/a	n/a	middle	28	5
31	0.4	n/a	n/a	middle	51	5
31	0.4	n/a	n/a	middle	54	5
31	0.4	n/a	n/a	middle	55	5
32	0.4	n/a	n/a	middle	15	5
32.3	5	75	0.8	left	5	5
32.5	5	60	0.8	right	5	5
33	0.4	n/a	n/a	middle	12	5
33	0.4	n/a	n/a	middle	80	5
34	0.4	n/a	n/a	middle	24	5
34	0.4	n/a	n/a	middle	29	5
35	0.4	n/a	n/a	middle	10	5
35	0.4	n/a	n/a	middle	81	5
37	0.4	n/a	n/a	middle	70	5
37	0.4	n/a	n/a	middle	73	5
37	0.4	n/a	n/a	middle	74	5
38	0.4	n/a	n/a	middle	60	5
38	0.4	n/a	n/a	middle	76	5
39	0.4	n/a	n/a	middle	11	5
39	0.4	n/a	n/a	middle	20	5
40	0.4	n/a	n/a	middle	56	5
40.5	5	105	0.2	right	6	5
40.7	5	105	0.2	left	6	5
41	0.4	n/a	n/a	middle	18	5
41	0.4	n/a	n/a	middle	44	5
41	0.4	n/a	n/a	middle	46	5
41	0.4	n/a	n/a	middle	47	5
41	0.4	n/a	n/a	middle	57	5
42	0.4	n/a	n/a	middle	14	5
42	0.4	n/a	n/a	middle	39	5
42	0.4	n/a	n/a	middle	66	5
43	0.4	n/a	n/a	middle	13	5
43	0.4	n/a	n/a	middle	21	5
43	0.4	n/a	n/a	middle	27	5
43	0.4	n/a	n/a	middle	67	5
43	0.4	n/a	n/a	middle	77	5
44	0.4	n/a	n/a	middle	6	5
44	0.4	n/a	n/a	middle	7	5
44	0.4	n/a	n/a	middle	19	5
45	0.4	n/a	n/a	middle	26	5
45	0.4	n/a	n/a	middle	42	5
45	0.4	n/a	n/a	middle	52	5
45	0.4	n/a	n/a	middle	62	5
46	0.4	n/a	n/a	middle	17	5
46	0.4	n/a	n/a	middle	37	5
46	0.4	n/a	n/a	middle	43	5
46	0.4	n/a	n/a	middle	68	5
47	0.4	n/a	n/a	middle	61	5
47	0.4	n/a	n/a	middle	64	5
47	0.4	n/a	n/a	middle	65	5
48	0.4	n/a	n/a	middle	36	5
48.2	5	75	0.8	right	7	5
48.3	5	150	0.8	left	7	5
49	0.4	n/a	n/a	middle	9	5
49	0.4	n/a	n/a	middle	41	5
50	0.4	n/a	n/a	middle	31	5
50	0.4	n/a	n/a	middle	32	5
50	0.4	n/a	n/a	middle	58	5
56	5	165	0.2	left	8	5
56.8	5	45	0.8	right	8	5
63.8	5	165	0.2	left	9	5
65.1	5	60	0.8	right	9	5
71.7	5	120	0.2	left	10	5
73.6	5	120	0.2	right	10	5
80.3	5	135	0.8	left	11	5
81.2	5	45	0.8	right	11	5
88.2	5	105	0.8	left	12	5
89.7	5	135	0.2	right	12	5
96.8	5	75	0.2	left	13	5
97.8	5	60	0.2	right	13	5
104.6	5	45	0.8	left	14	5
106	5	45	0.2	right	14	5
112.8	5	90	0.2	left	15	5
113.5	5	15	0.2	right	15	5
121.5	5	120	0.2	left	16	5
121.7	5	15	0.8	right	16	5
129.5	5	60	0.8	left	17	5
130.1	5	0	0.2	right	17	5
137.3	5	45	0.8	left	18	5
137.7	5	150	0.2	right	18	5
144.8	5	15	0.2	left	19	5
146.3	5	105	0.8	right	19	5
152.7	5	165	0.8	left	20	5
