onset	duration	orientation	contrast	side	trial	subject
0	5	60	0.8	left	1	5
8.6	5	120	0.2	left	2	5
17	5	120	0.8	left	3	5
25.5	5	150	0.8	left	4	5
33.7	5	0	0.2	left	5	5
42	5	15	0.8	left	6	5
49.9	5	150	0.8	left	7	5
57.6	5	135	0.2	left	8	5
65.5	5	60	0.2	left	9	5
74	5	165	0.8	left	10	5
82.7	5	105	0.8	left	11	5
90.7	5	0	0.2	left	12	5
99.3	5	105	0.8	left	13	5
106.8	5	45	0.8	left	14	5
114.8	5	135	0.8	left	15	5
122.4	5	135	0.2	left	16	5
131.1	5	30	0.2	left	17	5
139.5	5	90	0.8	left	18	5
148.2	5	0	0.2	left	19	5
156.1	5	15	0.2	left	20	5
163.9	5	150	0.2	left	21	5
171.8	5	90	0.2	left	22	5
180.2	5	90	0.8	left	23	5
188.9	5	150	0.2	left	24	5
197.3	5	45	0.2	left	25	5
205.8	5	15	0.2	left	26	5
213.3	5	45	0.8	left	27	5
221	5	60	0.8	left	28	5
228.8	5	30	0.2	left	29	5
237	5	120	0.8	left	30	5
244.8	5	165	0.2	left	31	5
252.5	5	30	0.8	left	32	5
261.1	5	165	0.8	left	33	5
268.7	5	60	0.2	left	34	5
276.5	5	75	0.2	left	35	5
284.9	5	105	0.2	left	36	5
293.4	5	0	0.2	left	37	5
300.9	5	90	0.2	left	38	5
308.5	5	30	0.8	left	39	5
316	5	45	0.2	left	40	5
324.5	5	75	0.8	left	41	5
332.9	5	135	0.8	left	42	5
340.8	5	165	0.2	left	43	5
348.8	5	75	0.8	left	44	5
357.4	5	120	0.2	left	45	5
365.7	5	75	0.2	left	46	5
373.2	5	15	0.8	left	47	5
381.5	5	105	0.2	left	48	5
