onset	duration	orientation	contrast	side	trial	subject
0	5	165	0.8	right	1	5
8.3	5	90	0.2	right	2	5
16.4	5	90	0.2	right	3	5
24	5	30	0.2	right	4	5
32.5	5	60	0.8	right	5	5
40.5	5	105	0.2	right	6	5
48.2	5	75	0.8	right	7	5
56.8	5	45	0.8	right	8	5
65.1	5	60	0.8	right	9	5
73.6	5	120	0.2	right	10	5
81.2	5	45	0.8	right	11	5
89.7	5	135	0.2	right	12	5
97.8	5	60	0.2	right	13	5
106	5	45	0.2	right	14	5
113.5	5	15	0.2	right	15	5
121.7	5	15	0.8	right	16	5
130.1	5	0	0.2	right	17	5
137.7	5	150	0.2	right	18	5
146.3	5	105	0.8	right	19	5
153.9	5	135	0.2	right	20	5
162.5	5	15	0.2	right	21	5
170.9	5	60	0.2	right	22	5
179.3	5	135	0.8	right	23	5
187.9	5	0	0.2	right	24	5
195.9	5	30	0.8	right	25	5
204.2	5	90	0.8	right	26	5
212.2	5	90	0.8	right	27	5
219.9	5	165	0.2	right	28	5
228	5	150	0.2	right	29	5
235.9	5	105	0.2	right	30	5
243.5	5	150	0.8	right	31	5
251.7	5	120	0.2	right	32	5
260.3	5	105	0.8	right	33	5
268.4	5	120	0.8	right	34	5
276.8	5	75	0.2	right	35	5
284.7	5	30	0.8	right	36	5
292.3	5	75	0.2	right	37	5
300.7	5	0	0.2	right	38	5
308.8	5	0	0.2	right	39	5
316.3	5	135	0.8	right	40	5
324.7	5	15	0.8	right	41	5
333	5	120	0.8	right	42	5
341.2	5	75	0.8	right	43	5
349	5	150	0.8	right	44	5
357.4	5	30	0.2	right	45	5
365.6	5	165	0.2	right	46	5
374	5	165	0.8	right	47	5
381.8	5	45	0.2	right	48	5
