onset	duration	orientation	contrast	side	trial	subject
0	5	0	0.2	left	1	5
0	5	45	0.8	right	1	5
7.9	5	90	0.8	right	2	5
8.5	5	90	0.8	left	2	5
16.1	5	120	0.8	left	3	5
16.3	5	0	0.2	right	3	5
20	0.4	n/a	n/a	middle	6	5
20	0.4	n/a	n/a	middle	37	5
20	0.4	n/a	n/a	middle	81	5
21	0.4	n/a	n/a	middle	9	5
21	0.4	n/a	n/a	middle	52	5
21	0.4	n/a	n/a	middle	76	5
22	0.4	n/a	n/a	middle	48	5
22	0.4	n/a	n/a	middle	51	5
23	0.4	n/a	n/a	middle	21	5
23	0.4	n/a	n/a	middle	38	5
23	0.4	n/a	n/a	middle	47	5
23	0.4	n/a	n/a	middle	66	5
24	0.4	n/a	n/a	middle	2	5
24	0.4	n/a	n/a	middle	16	5
24	0.4	n/a	n/a	middle	30	5
24	0.4	n/a	n/a	middle	75	5
24.5	5	105	0.8	right	4	5
24.6	5	30	0.2	left	4	5
25	0.4	n/a	n/a	middle	8	5
25	0.4	n/a	n/a	middle	41	5
26	0.4	n/a	n/a	middle	4	5
26	0.4	n/a	n/a	middle	61	5
26	0.4	n/a	n/a	middle	80	5
27	0.4	n/a	n/a	middle	3	5
27	0.4	n/a	n/a	middle	7	5
27	0.4	n/a	n/a	middle	14	5
27	0.4	n/a	n/a	middle	26	5
27	0.4	n/a	n/a	middle	46	5
27	0.4	n/a	n/a	middle	74	5
27	0.4	n/a	n/a	middle	77	5
28	0.4	n/a	n/a	middle	27	5
28	0.4	n/a	n/a	middle	64	5
28	0.4	n/a	n/a	middle	72	5
29	0.4	n/a	n/a	middle	10	5
29	0.4	n/a	n/a	middle	24	5
29	0.4	n/a	n/a	middle	44	5
29	0.4	n/a	n/a	middle	54	5
29	0.4	n/a	n/a	middle	69	5
30	0.4	n/a	n/a	middle	15	5
30	0.4	n/a	n/a	middle	25	5
30	0.4	n/a	n/a	middle	43	5
30	0.4	n/a	n/a	middle	60	5
31	0.4	n/a	n/a	middle	35	5
32	0.4	n/a	n/a	middle	11	5
32.3	5	15	0.2	left	5	5
32.4	5	105	0.2	right	5	5
33	0.4	n/a	n/a	middle	12	5
33	0.4	n/a	n/a	middle	33	5
33	0.4	n/a	n/a	middle	53	5
34	0.4	n/a	n/a	middle	18	5
35	0.4	n/a	n/a	middle	13	5
36	0.4	n/a	n/a	middle	40	5
36	0.4	n/a	n/a	middle	56	5
36	0.4	n/a	n/a	middle	78	5
37	0.4	n/a	n/a	middle	55	5
37	0.4	n/a	n/a	middle	67	5
38	0.4	n/a	n/a	middle	49	5
38	0.4	n/a	n/a	middle	59	5
38	0.4	n/a	n/a	middle	71	5
39	0.4	n/a	n/a	middle	31	5
39	0.4	n/a	n/a	middle	68	5
40.5	5	135	0.2	left	6	5
41	5	45	0.8	right	6	5
41	0.4	n/a	n/a	middle	34	5
41	0.4	n/a	n/a	middle	42	5
41	0.4	n/a	n/a	middle	73	5
42	0.4	n/a	n/a	middle	17	5
42	0.4	n/a	n/a	middle	22	5
42	0.4	n/a	n/a	middle	83	5
45	0.4	n/a	n/a	middle	1	5
45	0.4	n/a	n/a	middle	29	5
45	0.4	n/a	n/a	middle	36	5
45	0.4	n/a	n/a	middle	39	5
45	0.4	n/a	n/a	middle	63	5
46	0.4	n/a	n/a	middle	58	5
46	0.4	n/a	n/a	middle	62	5
46	0.4	n/a	n/a	middle	65	5
47	0.4	n/a	n/a	middle	5	5
47	0.4	n/a	n/a	middle	20	5
47	0.4	n/a	n/a	middle	79	5
48	5	15	0.8	left	7	5
48	0.4	n/a	n/a	middle	45	5
48	0.4	n/a	n/a	middle	57	5
48	0.4	n/a	n/a	middle	70	5
48	0.4	n/a	n/a	middle	82	5
49	0.4	n/a	n/a	middle	23	5
49	0.4	n/a	n/a	middle	28	5
49	0.4	n/a	n/a	middle	32	5
49.5	5	30	0.2	right	7	5
50	0.4	n/a	n/a	middle	19	5
50	0.4	n/a	n/a	middle	50	5
56.3	5	150	0.8	left	8	5
57.1	5	0	0.2	right	8	5
64	5	45	0.2	left	9	5
65.5	5	15	0.8	right	9	5
72	5	45	0.8	left	10	5
74	5	120	0.2	right	10	5
80.4	5	150	0.2	left	11	5
82.6	5	165	0.8	right	11	5
87.9	5	30	0.2	left	12	5
90.5	5	105	0.2	right	12	5
96	5	120	0.2	left	13	5
98.5	5	90	0.2	right	13	5
104.5	5	75	0.2	left	14	5
106.6	5	135	0.8	right	14	5
112.1	5	105	0.8	left	15	5
114.1	5	135	0.8	right	15	5
120.8	5	135	0.8	left	16	5
122.7	5	165	0.2	right	16	5
129	5	165	0.8	left	17	5
130.6	5	60	0.8	right	17	5
136.6	5	60	0.2	left	18	5
139	5	15	0.8	right	18	5
145.3	5	60	0.8	left	19	5
147.6	5	0	0.2	right	19	5
153.1	5	75	0.8	left	20	5
155.4	5	90	0.8	right	20	5
161.7	5	105	0.2	left	21	5
164.1	5	105	0.8	right	21	5
169.9	5	105	0.8	left	22	5
172.8	5	15	0.2	right	22	5
178.6	5	90	0.2	left	23	5
180.8	5	45	0.2	right	23	5
186.4	5	165	0.2	left	24	5
189.5	5	120	0.2	right	24	5
195	5	60	0.8	left	25	5
197.7	5	60	0.8	right	25	5
202.7	5	165	0.2	left	26	5
205.9	5	90	0.2	right	26	5
210.4	5	60	0.2	left	27	5
213.5	5	30	0.8	right	27	5
218.9	5	165	0.8	left	28	5
221.5	5	45	0.2	right	28	5
227.6	5	30	0.8	left	29	5
229	5	150	0.8	right	29	5
236.1	5	15	0.8	left	30	5
236.8	5	135	0.2	right	30	5
243.8	5	0	0.2	left	31	5
244.4	5	120	0.8	right	31	5
251.6	5	90	0.8	left	32	5
252.6	5	60	0.2	right	32	5
259.5	5	105	0.2	left	33	5
260.6	5	165	0.8	right	33	5
267.2	5	150	0.2	left	34	5
268.1	5	150	0.8	right	34	5
274.9	5	120	0.2	left	35	5
276.6	5	135	0.2	right	35	5
282.6	5	135	0.2	left	36	5
284.1	5	150	0.2	right	36	5
291.3	5	120	0.8	left	37	5
291.9	5	165	0.2	right	37	5
299.4	5	120	0.8	right	38	5
299.7	5	30	0.8	left	38	5
307.2	5	0	0.2	left	39	5
308.1	5	15	0.2	right	39	5
315.5	5	135	0.8	left	40	5
316.3	5	75	0.8	right	40	5
324.2	5	75	0.2	left	41	5
324.6	5	30	0.2	right	41	5
331.9	5	90	0.2	left	42	5
332.1	5	75	0.2	right	42	5
340.1	5	75	0.8	left	43	5
340.8	5	75	0.8	right	43	5
347.7	5	150	0.8	left	44	5
348.7	5	150	0.2	right	44	5
356.1	5	15	0.2	left	45	5
356.5	5	0	0.2	right	45	5
364.5	5	45	0.8	left	46	5
364.7	5	30	0.8	right	46	5
372	5	45	0.2	left	47	5
372.2	5	60	0.2	right	47	5
379.9	5	75	0.2	right	48	5
380.7	5	0	0.2	left	48	5
