onset	duration	orientation	contrast	side	trial	subject
0	5	60	0.8	left	1	5
0	5	30	0.2	right	1	5
8.4	5	15	0.8	right	2	5
8.6	5	120	0.2	left	2	5
16.4	5	165	0.2	right	3	5
17	5	120	0.8	left	3	5
20	0.4	n/a	n/a	middle	3	5
20	0.4	n/a	n/a	middle	6	5
20	0.4	n/a	n/a	middle	35	5
20	0.4	n/a	n/a	middle	45	5
20	0.4	n/a	n/a	middle	47	5
21	0.4	n/a	n/a	middle	60	5
21	0.4	n/a	n/a	middle	69	5
21	0.4	n/a	n/a	middle	79	5
22	0.4	n/a	n/a	middle	29	5
22	0.4	n/a	n/a	middle	42	5
22	0.4	n/a	n/a	middle	44	5
22	0.4	n/a	n/a	middle	61	5
22	0.4	n/a	n/a	middle	83	5
23	0.4	n/a	n/a	middle	62	5
24	0.4	n/a	n/a	middle	19	5
24	0.4	n/a	n/a	middle	67	5
24.6	5	150	0.8	right	4	5
25	0.4	n/a	n/a	middle	52	5
25.5	5	150	0.8	left	4	5
26	0.4	n/a	n/a	middle	2	5
26	0.4	n/a	n/a	middle	23	5
26	0.4	n/a	n/a	middle	25	5
26	0.4	n/a	n/a	middle	33	5
26	0.4	n/a	n/a	middle	40	5
26	0.4	n/a	n/a	middle	48	5
26	0.4	n/a	n/a	middle	51	5
26	0.4	n/a	n/a	middle	55	5
26	0.4	n/a	n/a	middle	71	5
27	0.4	n/a	n/a	middle	7	5
27	0.4	n/a	n/a	middle	39	5
27	0.4	n/a	n/a	middle	74	5
28	0.4	n/a	n/a	middle	9	5
28	0.4	n/a	n/a	middle	59	5
29	0.4	n/a	n/a	middle	18	5
30	0.4	n/a	n/a	middle	15	5
31	0.4	n/a	n/a	middle	27	5
31	0.4	n/a	n/a	middle	78	5
32	0.4	n/a	n/a	middle	31	5
32	0.4	n/a	n/a	middle	54	5
32	0.4	n/a	n/a	middle	80	5
32.9	5	105	0.8	right	5	5
33	0.4	n/a	n/a	middle	16	5
33.7	5	0	0.2	left	5	5
34	0.4	n/a	n/a	middle	50	5
35	0.4	n/a	n/a	middle	20	5
35	0.4	n/a	n/a	middle	36	5
36	0.4	n/a	n/a	middle	82	5
37	0.4	n/a	n/a	middle	12	5
37	0.4	n/a	n/a	middle	32	5
38	0.4	n/a	n/a	middle	68	5
39	0.4	n/a	n/a	middle	4	5
39	0.4	n/a	n/a	middle	13	5
39	0.4	n/a	n/a	middle	49	5
39	0.4	n/a	n/a	middle	70	5
40	0.4	n/a	n/a	middle	22	5
40	0.4	n/a	n/a	middle	63	5
40	0.4	n/a	n/a	middle	64	5
40	0.4	n/a	n/a	middle	65	5
40	0.4	n/a	n/a	middle	77	5
40.8	5	0	0.2	right	6	5
41	0.4	n/a	n/a	middle	28	5
41	0.4	n/a	n/a	middle	75	5
42	5	15	0.8	left	6	5
42	0.4	n/a	n/a	middle	46	5
42	0.4	n/a	n/a	middle	53	5
43	0.4	n/a	n/a	middle	10	5
43	0.4	n/a	n/a	middle	24	5
43	0.4	n/a	n/a	middle	26	5
43	0.4	n/a	n/a	middle	41	5
43	0.4	n/a	n/a	middle	58	5
43	0.4	n/a	n/a	middle	66	5
43	0.4	n/a	n/a	middle	73	5
44	0.4	n/a	n/a	middle	11	5
44	0.4	n/a	n/a	middle	17	5
44	0.4	n/a	n/a	middle	21	5
44	0.4	n/a	n/a	middle	72	5
45	0.4	n/a	n/a	middle	38	5
45	0.4	n/a	n/a	middle	57	5
46	0.4	n/a	n/a	middle	30	5
46	0.4	n/a	n/a	middle	34	5
46	0.4	n/a	n/a	middle	37	5
46	0.4	n/a	n/a	middle	43	5
47	0.4	n/a	n/a	middle	8	5
47	0.4	n/a	n/a	middle	14	5
47	0.4	n/a	n/a	middle	76	5
47	0.4	n/a	n/a	middle	81	5
48.8	5	45	0.2	right	7	5
49	0.4	n/a	n/a	middle	5	5
49.9	5	150	0.8	left	7	5
50	0.4	n/a	n/a	middle	1	5
50	0.4	n/a	n/a	middle	56	5
56.3	5	120	0.8	right	8	5
57.6	5	135	0.2	left	8	5
63.8	5	15	0.2	right	9	5
65.5	5	60	0.2	left	9	5
72.5	5	135	0.2	right	10	5
74	5	165	0.8	left	10	5
81.2	5	90	0.8	right	11	5
82.7	5	105	0.8	left	11	5
89.9	5	45	0.2	right	12	5
90.7	5	0	0.2	left	12	5
98.2	5	60	0.2	right	13	5
99.3	5	105	0.8	left	13	5
106.3	5	0	0.2	right	14	5
106.8	5	45	0.8	left	14	5
113.8	5	75	0.8	right	15	5
114.8	5	135	0.8	left	15	5
122	5	135	0.8	right	16	5
122.4	5	135	0.2	left	16	5
129.7	5	105	0.2	right	17	5
131.1	5	30	0.2	left	17	5
138.4	5	30	0.2	right	18	5
139.5	5	90	0.8	left	18	5
146.5	5	75	0.8	right	19	5
148.2	5	0	0.2	left	19	5
154.1	5	105	0.2	right	20	5
156.1	5	15	0.2	left	20	5
162	5	120	0.2	right	21	5
163.9	5	150	0.2	left	21	5
170.1	5	45	0.8	right	22	5
171.8	5	90	0.2	left	22	5
177.7	5	120	0.8	right	23	5
180.2	5	90	0.8	left	23	5
185.4	5	135	0.2	right	24	5
188.9	5	150	0.2	left	24	5
192.9	5	60	0.8	right	25	5
197.3	5	45	0.2	left	25	5
200.7	5	0	0.2	right	26	5
205.8	5	15	0.2	left	26	5
208.6	5	75	0.2	right	27	5
213.3	5	45	0.8	left	27	5
217.3	5	30	0.8	right	28	5
221	5	60	0.8	left	28	5
225.2	5	45	0.8	right	29	5
228.8	5	30	0.2	left	29	5
233.5	5	150	0.2	right	30	5
237	5	120	0.8	left	30	5
241.6	5	150	0.8	right	31	5
244.8	5	165	0.2	left	31	5
249.4	5	15	0.2	right	32	5
252.5	5	30	0.8	left	32	5
257.9	5	105	0.8	right	33	5
261.1	5	165	0.8	left	33	5
265.4	5	30	0.8	right	34	5
268.7	5	60	0.2	left	34	5
272.9	5	120	0.2	right	35	5
276.5	5	75	0.2	left	35	5
281.3	5	165	0.8	right	36	5
284.9	5	105	0.2	left	36	5
289.5	5	60	0.8	right	37	5
293.4	5	0	0.2	left	37	5
297.8	5	60	0.2	right	38	5
300.9	5	90	0.2	left	38	5
306	5	90	0.2	right	39	5
308.5	5	30	0.8	left	39	5
314.2	5	90	0.2	right	40	5
316	5	45	0.2	left	40	5
322.3	5	15	0.8	right	41	5
324.5	5	75	0.8	left	41	5
329.9	5	0	0.2	right	42	5
332.9	5	135	0.8	left	42	5
338.5	5	135	0.8	right	43	5
340.8	5	165	0.2	left	43	5
347.2	5	165	0.8	right	44	5
348.8	5	75	0.8	left	44	5
355.7	5	165	0.2	right	45	5
357.4	5	120	0.2	left	45	5
363.5	5	90	0.8	right	46	5
365.7	5	75	0.2	left	46	5
372.1	5	75	0.2	right	47	5
373.2	5	15	0.8	left	47	5
379.6	5	150	0.2	right	48	5
381.5	5	105	0.2	left	48	5
