onset	duration	orientation	contrast	side	trial	subject
0	5	135	0.8	right	1	5
7.6	5	105	0.8	right	2	5
15.3	5	30	0.2	right	3	5
24	5	30	0.2	right	4	5
32.7	5	75	0.2	right	5	5
40.7	5	105	0.2	right	6	5
48.4	5	60	0.8	right	7	5
56.8	5	15	0.2	right	8	5
64.7	5	0	0.2	right	9	5
72.6	5	75	0.2	right	10	5
81	5	0	0.2	right	11	5
89.4	5	135	0.2	right	12	5
97	5	150	0.8	right	13	5
105.4	5	120	0.8	right	14	5
113.2	5	60	0.2	right	15	5
121.2	5	165	0.8	right	16	5
129.3	5	45	0.2	right	17	5
137	5	120	0.2	right	18	5
145.1	5	15	0.8	right	19	5
153.2	5	15	0.2	right	20	5
161.9	5	75	0.8	right	21	5
170.4	5	90	0.8	right	22	5
178.3	5	75	0.8	right	23	5
186.5	5	0	0.2	right	24	5
195	5	90	0.8	right	25	5
203.4	5	45	0.2	right	26	5
212	5	30	0.8	right	27	5
220.7	5	0	0.2	right	28	5
228.5	5	90	0.2	right	29	5
236.9	5	150	0.2	right	30	5
244.8	5	120	0.2	right	31	5
252.5	5	90	0.2	right	32	5
260.2	5	45	0.8	right	33	5
268.8	5	60	0.8	right	34	5
276.9	5	30	0.8	right	35	5
285.2	5	45	0.8	right	36	5
293.6	5	135	0.2	right	37	5
301.5	5	135	0.8	right	38	5
309.9	5	15	0.8	right	39	5
317.9	5	165	0.2	right	40	5
325.4	5	105	0.8	right	41	5
334.1	5	120	0.8	right	42	5
341.6	5	150	0.8	right	43	5
350.2	5	105	0.2	right	44	5
358.3	5	165	0.2	right	45	5
366.9	5	60	0.2	right	46	5
374.4	5	165	0.8	right	47	5
382.2	5	150	0.2	right	48	5
