onset	duration	orientation	contrast	side	trial	subject
0	5	30	0.2	right	1	5
8.4	5	15	0.8	right	2	5
16.4	5	165	0.2	right	3	5
24.6	5	150	0.8	right	4	5
32.9	5	105	0.8	right	5	5
40.8	5	0	0.2	right	6	5
48.8	5	45	0.2	right	7	5
56.3	5	120	0.8	right	8	5
63.8	5	15	0.2	right	9	5
72.5	5	135	0.2	right	10	5
81.2	5	90	0.8	right	11	5
89.9	5	45	0.2	right	12	5
98.2	5	60	0.2	right	13	5
106.3	5	0	0.2	right	14	5
113.8	5	75	0.8	right	15	5
122	5	135	0.8	right	16	5
129.7	5	105	0.2	right	17	5
138.4	5	30	0.2	right	18	5
146.5	5	75	0.8	right	19	5
154.1	5	105	0.2	right	20	5
162	5	120	0.2	right	21	5
170.1	5	45	0.8	right	22	5
177.7	5	120	0.8	right	23	5
185.4	5	135	0.2	right	24	5
192.9	5	60	0.8	right	25	5
200.7	5	0	0.2	right	26	5
208.6	5	75	0.2	right	27	5
217.3	5	30	0.8	right	28	5
225.2	5	45	0.8	right	29	5
233.5	5	150	0.2	right	30	5
241.6	5	150	0.8	right	31	5
249.4	5	15	0.2	right	32	5
257.9	5	105	0.8	right	33	5
265.4	5	30	0.8	right	34	5
272.9	5	120	0.2	right	35	5
281.3	5	165	0.8	right	36	5
289.5	5	60	0.8	right	37	5
297.8	5	60	0.2	right	38	5
306	5	90	0.2	right	39	5
314.2	5	90	0.2	right	40	5
322.3	5	15	0.8	right	41	5
329.9	5	0	0.2	right	42	5
338.5	5	135	0.8	right	43	5
347.2	5	165	0.8	right	44	5
355.7	5	165	0.2	right	45	5
363.5	5	90	0.8	right	46	5
372.1	5	75	0.2	right	47	5
379.6	5	150	0.2	right	48	5
