onset	duration	orientation	contrast	side	trial	subject
0	5	150	0.2	left	1	5
8.4	5	60	0.2	left	2	5
16.6	5	150	0.8	left	3	5
25.2	5	75	0.2	left	4	5
33.4	5	105	0.8	left	5	5
41.7	5	120	0.2	left	6	5
49.9	5	135	0.2	left	7	5
57.6	5	165	0.2	left	8	5
65.2	5	0	0.2	left	9	5
73.3	5	135	0.8	left	10	5
81.3	5	90	0.8	left	11	5
89.8	5	30	0.8	left	12	5
98.4	5	90	0.2	left	13	5
107	5	105	0.8	left	14	5
115.1	5	0	0.2	left	15	5
123.5	5	75	0.2	left	16	5
131.9	5	135	0.8	left	17	5
140.6	5	165	0.8	left	18	5
148.7	5	15	0.8	left	19	5
157.1	5	15	0.2	left	20	5
165.1	5	30	0.8	left	21	5
173	5	105	0.2	left	22	5
181.2	5	75	0.8	left	23	5
189.9	5	30	0.2	left	24	5
197.6	5	75	0.8	left	25	5
205.7	5	45	0.8	left	26	5
213.3	5	135	0.2	left	27	5
221.4	5	150	0.8	left	28	5
230.1	5	120	0.2	left	29	5
237.8	5	45	0.2	left	30	5
246.2	5	165	0.8	left	31	5
254.2	5	45	0.8	left	32	5
262.3	5	60	0.8	left	33	5
270.6	5	90	0.2	left	34	5
278.5	5	120	0.8	left	35	5
287.1	5	15	0.8	left	36	5
295.1	5	30	0.2	left	37	5
303.1	5	60	0.8	left	38	5
310.7	5	0	0.2	left	39	5
318.5	5	45	0.2	left	40	5
326.5	5	150	0.2	left	41	5
335	5	15	0.2	left	42	5
342.8	5	105	0.2	left	43	5
351.4	5	0	0.2	left	44	5
359.2	5	165	0.2	left	45	5
367.5	5	90	0.8	left	46	5
376.1	5	60	0.2	left	47	5
384	5	120	0.8	left	48	5
