onset	duration	orientation	contrast	side	trial	subject
0	5	150	0.2	left	1	5
0	5	90	0.8	right	1	5
8.2	5	15	0.8	right	2	5
8.4	5	60	0.2	left	2	5
16.5	5	135	0.8	left	3	5
16.7	5	75	0.2	right	3	5
20	0.4	n/a	n/a	middle	59	5
20	0.4	n/a	n/a	middle	72	5
20	0.4	n/a	n/a	middle	73	5
21	0.4	n/a	n/a	middle	9	5
21	0.4	n/a	n/a	middle	10	5
21	0.4	n/a	n/a	middle	35	5
21	0.4	n/a	n/a	middle	40	5
21	0.4	n/a	n/a	middle	45	5
21	0.4	n/a	n/a	middle	54	5
21	0.4	n/a	n/a	middle	69	5
22	0.4	n/a	n/a	middle	15	5
22	0.4	n/a	n/a	middle	22	5
23	0.4	n/a	n/a	middle	11	5
23	0.4	n/a	n/a	middle	70	5
24	0.4	n/a	n/a	middle	7	5
24	0.4	n/a	n/a	middle	67	5
24	0.4	n/a	n/a	middle	79	5
24.4	5	135	0.8	left	4	5
24.8	5	165	0.2	right	4	5
26	0.4	n/a	n/a	middle	42	5
26	0.4	n/a	n/a	middle	48	5
27	0.4	n/a	n/a	middle	24	5
27	0.4	n/a	n/a	middle	58	5
27	0.4	n/a	n/a	middle	60	5
28	0.4	n/a	n/a	middle	1	5
28	0.4	n/a	n/a	middle	25	5
28	0.4	n/a	n/a	middle	37	5
29	0.4	n/a	n/a	middle	28	5
29	0.4	n/a	n/a	middle	29	5
29	0.4	n/a	n/a	middle	39	5
30	0.4	n/a	n/a	middle	5	5
30	0.4	n/a	n/a	middle	32	5
30	0.4	n/a	n/a	middle	33	5
30	0.4	n/a	n/a	middle	83	5
31	0.4	n/a	n/a	middle	13	5
31	0.4	n/a	n/a	middle	51	5
31	0.4	n/a	n/a	middle	64	5
31	0.4	n/a	n/a	middle	66	5
32	5	105	0.8	left	5	5
32	0.4	n/a	n/a	middle	14	5
32	0.4	n/a	n/a	middle	34	5
32	0.4	n/a	n/a	middle	71	5
32	0.4	n/a	n/a	middle	75	5
33.3	5	135	0.2	right	5	5
34	0.4	n/a	n/a	middle	4	5
34	0.4	n/a	n/a	middle	8	5
34	0.4	n/a	n/a	middle	31	5
34	0.4	n/a	n/a	middle	38	5
35	0.4	n/a	n/a	middle	18	5
35	0.4	n/a	n/a	middle	50	5
36	0.4	n/a	n/a	middle	6	5
36	0.4	n/a	n/a	middle	61	5
36	0.4	n/a	n/a	middle	82	5
37	0.4	n/a	n/a	middle	43	5
38	0.4	n/a	n/a	middle	27	5
38	0.4	n/a	n/a	middle	41	5
38	0.4	n/a	n/a	middle	47	5
38	0.4	n/a	n/a	middle	63	5
39	0.4	n/a	n/a	middle	19	5
39	0.4	n/a	n/a	middle	46	5
39	0.4	n/a	n/a	middle	53	5
39.9	5	165	0.2	left	6	5
40	0.4	n/a	n/a	middle	68	5
40	0.4	n/a	n/a	middle	77	5
40	0.4	n/a	n/a	middle	81	5
40.8	5	105	0.8	right	6	5
42	0.4	n/a	n/a	middle	2	5
42	0.4	n/a	n/a	middle	16	5
42	0.4	n/a	n/a	middle	36	5
42	0.4	n/a	n/a	middle	74	5
43	0.4	n/a	n/a	middle	44	5
43	0.4	n/a	n/a	middle	55	5
43	0.4	n/a	n/a	middle	78	5
43	0.4	n/a	n/a	middle	80	5
44	0.4	n/a	n/a	middle	20	5
45	0.4	n/a	n/a	middle	30	5
45	0.4	n/a	n/a	middle	56	5
45	0.4	n/a	n/a	middle	76	5
46	0.4	n/a	n/a	middle	12	5
46	0.4	n/a	n/a	middle	52	5
47	0.4	n/a	n/a	middle	26	5
48	0.4	n/a	n/a	middle	3	5
48	0.4	n/a	n/a	middle	23	5
48	0.4	n/a	n/a	middle	57	5
48	0.4	n/a	n/a	middle	65	5
48.5	5	165	0.2	left	7	5
49	0.4	n/a	n/a	middle	17	5
49	0.4	n/a	n/a	middle	49	5
49.5	5	120	0.2	right	7	5
50	0.4	n/a	n/a	middle	21	5
50	0.4	n/a	n/a	middle	62	5
57	5	120	0.8	left	8	5
58.1	5	75	0.8	right	8	5
65.2	5	45	0.2	left	9	5
66.5	5	135	0.2	right	9	5
73.3	5	90	0.2	left	10	5
74	5	60	0.2	right	10	5
81.8	5	75	0.8	left	11	5
82.6	5	30	0.8	right	11	5
89.9	5	150	0.2	left	12	5
90.1	5	120	0.2	right	12	5
98	5	45	0.2	left	13	5
98.5	5	90	0.2	right	13	5
106.2	5	45	0.8	left	14	5
106.8	5	0	0.2	right	14	5
113.8	5	105	0.8	left	15	5
115.3	5	150	0.8	right	15	5
122.3	5	120	0.2	left	16	5
122.8	5	0	0.2	right	16	5
130	5	0	0.2	left	17	5
131.4	5	75	0.2	right	17	5
138.3	5	30	0.2	left	18	5
139.7	5	60	0.8	right	18	5
145.9	5	105	0.2	left	19	5
147.6	5	30	0.8	right	19	5
154.6	5	75	0.2	left	20	5
156.2	5	45	0.2	right	20	5
163	5	165	0.8	left	21	5
164.6	5	105	0.2	right	21	5
171	5	90	0.8	left	22	5
172.4	5	0	0.2	right	22	5
178.7	5	45	0.8	left	23	5
181	5	60	0.2	right	23	5
187.1	5	15	0.8	left	24	5
189.3	5	30	0.2	right	24	5
195.8	5	90	0.2	left	25	5
197.5	5	0	0.2	right	25	5
203.5	5	0	0.2	left	26	5
206	5	150	0.8	right	26	5
211.8	5	165	0.8	left	27	5
214.6	5	120	0.8	right	27	5
219.5	5	90	0.8	left	28	5
222.1	5	135	0.8	right	28	5
227.5	5	135	0.2	left	29	5
230.7	5	150	0.2	right	29	5
235.4	5	0	0.2	left	30	5
239.1	5	15	0.2	right	30	5
244	5	15	0.8	left	31	5
247.8	5	105	0.8	right	31	5
251.5	5	150	0.8	left	32	5
256.2	5	15	0.8	right	32	5
259	5	75	0.8	left	33	5
264.7	5	90	0.2	right	33	5
267.7	5	15	0.2	left	34	5
273	5	15	0.2	right	34	5
275.7	5	105	0.2	left	35	5
281.7	5	150	0.2	right	35	5
284.3	5	60	0.8	left	36	5
289.7	5	165	0.8	right	36	5
291.9	5	15	0.2	left	37	5
298.2	5	165	0.2	right	37	5
300.6	5	120	0.8	left	38	5
306.2	5	45	0.2	right	38	5
308.8	5	30	0.8	left	39	5
314.1	5	135	0.8	right	39	5
316.7	5	0	0.2	left	40	5
321.6	5	30	0.2	right	40	5
324.6	5	135	0.2	left	41	5
329.5	5	45	0.8	right	41	5
332.1	5	30	0.8	left	42	5
338.1	5	105	0.2	right	42	5
339.6	5	60	0.8	left	43	5
346.6	5	75	0.8	right	43	5
348.3	5	75	0.2	left	44	5
355.3	5	60	0.8	right	44	5
356.9	5	30	0.2	left	45	5
363.9	5	165	0.8	right	45	5
365.2	5	150	0.8	left	46	5
371.9	5	120	0.8	right	46	5
373	5	60	0.2	left	47	5
380.4	5	90	0.8	right	47	5
381.7	5	120	0.2	left	48	5
388.7	5	45	0.8	right	48	5
