onset	duration	orientation	contrast	side	trial	subject
0	5	30	0.8	left	1	5
0	5	30	0.8	right	1	5
7.7	5	0	0.2	left	2	5
8.3	5	120	0.8	right	2	5
15.2	5	75	0.2	left	3	5
16.6	5	90	0.8	right	3	5
20	0.4	n/a	n/a	middle	17	5
20	0.4	n/a	n/a	middle	62	5
20	0.4	n/a	n/a	middle	79	5
21	0.4	n/a	n/a	middle	14	5
21	0.4	n/a	n/a	middle	55	5
22	0.4	n/a	n/a	middle	18	5
22	0.4	n/a	n/a	middle	67	5
23	5	60	0.8	left	4	5
23	0.4	n/a	n/a	middle	6	5
23	0.4	n/a	n/a	middle	22	5
23	0.4	n/a	n/a	middle	23	5
23	0.4	n/a	n/a	middle	34	5
24	0.4	n/a	n/a	middle	31	5
24	0.4	n/a	n/a	middle	76	5
24.4	5	135	0.2	right	4	5
25	0.4	n/a	n/a	middle	1	5
25	0.4	n/a	n/a	middle	41	5
25	0.4	n/a	n/a	middle	43	5
25	0.4	n/a	n/a	middle	75	5
26	0.4	n/a	n/a	middle	16	5
26	0.4	n/a	n/a	middle	21	5
27	0.4	n/a	n/a	middle	49	5
27	0.4	n/a	n/a	middle	72	5
28	0.4	n/a	n/a	middle	11	5
28	0.4	n/a	n/a	middle	20	5
28	0.4	n/a	n/a	middle	35	5
28	0.4	n/a	n/a	middle	61	5
28	0.4	n/a	n/a	middle	82	5
29	0.4	n/a	n/a	middle	74	5
30	0.4	n/a	n/a	middle	10	5
30	0.4	n/a	n/a	middle	19	5
30	0.4	n/a	n/a	middle	52	5
30	0.4	n/a	n/a	middle	71	5
31	0.4	n/a	n/a	middle	42	5
31	0.4	n/a	n/a	middle	65	5
31	0.4	n/a	n/a	middle	68	5
31.2	5	60	0.2	left	5	5
31.9	5	45	0.8	right	5	5
32	0.4	n/a	n/a	middle	2	5
32	0.4	n/a	n/a	middle	27	5
32	0.4	n/a	n/a	middle	32	5
33	0.4	n/a	n/a	middle	9	5
34	0.4	n/a	n/a	middle	33	5
34	0.4	n/a	n/a	middle	39	5
34	0.4	n/a	n/a	middle	59	5
34	0.4	n/a	n/a	middle	78	5
35	0.4	n/a	n/a	middle	45	5
35	0.4	n/a	n/a	middle	53	5
36	0.4	n/a	n/a	middle	4	5
36	0.4	n/a	n/a	middle	48	5
36	0.4	n/a	n/a	middle	63	5
37	0.4	n/a	n/a	middle	12	5
37	0.4	n/a	n/a	middle	30	5
37	0.4	n/a	n/a	middle	44	5
37	0.4	n/a	n/a	middle	57	5
37	0.4	n/a	n/a	middle	73	5
38	0.4	n/a	n/a	middle	24	5
38	0.4	n/a	n/a	middle	26	5
38	0.4	n/a	n/a	middle	38	5
38	0.4	n/a	n/a	middle	46	5
38	0.4	n/a	n/a	middle	47	5
38	0.4	n/a	n/a	middle	70	5
39	0.4	n/a	n/a	middle	58	5
39	0.4	n/a	n/a	middle	60	5
39	0.4	n/a	n/a	middle	66	5
39	0.4	n/a	n/a	middle	77	5
39.3	5	105	0.8	left	6	5
39.9	5	120	0.8	right	6	5
40	0.4	n/a	n/a	middle	5	5
40	0.4	n/a	n/a	middle	8	5
40	0.4	n/a	n/a	middle	37	5
40	0.4	n/a	n/a	middle	81	5
41	0.4	n/a	n/a	middle	7	5
43	0.4	n/a	n/a	middle	28	5
43	0.4	n/a	n/a	middle	50	5
43	0.4	n/a	n/a	middle	51	5
44	0.4	n/a	n/a	middle	3	5
44	0.4	n/a	n/a	middle	36	5
44	0.4	n/a	n/a	middle	69	5
45	0.4	n/a	n/a	middle	15	5
45	0.4	n/a	n/a	middle	56	5
46	0.4	n/a	n/a	middle	13	5
46	0.4	n/a	n/a	middle	29	5
47	0.4	n/a	n/a	middle	25	5
47	0.4	n/a	n/a	middle	54	5
47	0.4	n/a	n/a	middle	64	5
47.4	5	60	0.8	right	7	5
47.7	5	135	0.2	left	7	5
48	0.4	n/a	n/a	middle	40	5
49	0.4	n/a	n/a	middle	80	5
49	0.4	n/a	n/a	middle	83	5
55.7	5	30	0.8	right	8	5
56.1	5	120	0.2	left	8	5
63.6	5	120	0.8	left	9	5
64.3	5	45	0.2	right	9	5
71.2	5	165	0.2	left	10	5
72.1	5	0	0.2	right	10	5
79.9	5	30	0.8	left	11	5
80.7	5	0	0.2	right	11	5
88	5	45	0.8	left	12	5
88.9	5	15	0.8	right	12	5
96	5	15	0.8	left	13	5
96.6	5	45	0.8	right	13	5
103.8	5	165	0.8	left	14	5
104.7	5	165	0.8	right	14	5
111.3	5	150	0.2	left	15	5
113.3	5	135	0.8	right	15	5
118.9	5	120	0.2	left	16	5
121	5	165	0.8	right	16	5
127.2	5	45	0.2	left	17	5
128.7	5	135	0.8	right	17	5
135.1	5	30	0.2	left	18	5
136.8	5	150	0.2	right	18	5
143.7	5	165	0.2	left	19	5
144.6	5	90	0.8	right	19	5
151.9	5	150	0.8	left	20	5
152.5	5	15	0.2	right	20	5
160.2	5	60	0.2	left	21	5
160.9	5	150	0.2	right	21	5
168.5	5	90	0.8	left	22	5
169	5	150	0.8	right	22	5
177	5	135	0.8	left	23	5
177.2	5	105	0.8	right	23	5
184.9	5	15	0.8	left	24	5
185.6	5	165	0.2	right	24	5
192.8	5	15	0.2	left	25	5
193.3	5	75	0.8	right	25	5
200.6	5	150	0.2	left	26	5
201.2	5	60	0.2	right	26	5
209.1	5	105	0.8	left	27	5
209.9	5	105	0.2	right	27	5
217.3	5	0	0.2	left	28	5
217.7	5	45	0.2	right	28	5
225.2	5	135	0.2	left	29	5
225.7	5	120	0.2	right	29	5
233.2	5	15	0.2	right	30	5
233.8	5	150	0.8	left	30	5
241.7	5	90	0.2	right	31	5
241.8	5	120	0.8	left	31	5
249.7	5	75	0.8	right	32	5
250.1	5	45	0.8	left	32	5
257.3	5	75	0.2	right	33	5
257.6	5	165	0.8	left	33	5
265.3	5	90	0.2	left	34	5
265.6	5	165	0.2	right	34	5
273.2	5	90	0.2	left	35	5
273.4	5	15	0.8	right	35	5
281.9	5	45	0.2	left	36	5
282	5	105	0.2	right	36	5
289.4	5	0	0.2	left	37	5
290.6	5	75	0.2	right	37	5
297.8	5	30	0.2	left	38	5
299.3	5	60	0.2	right	38	5
306	5	90	0.8	left	39	5
307.8	5	30	0.2	right	39	5
314.3	5	15	0.2	left	40	5
315.9	5	105	0.8	right	40	5
322.4	5	75	0.8	left	41	5
324.5	5	120	0.2	right	41	5
330.5	5	0	0.2	left	42	5
333.1	5	0	0.2	right	42	5
338.4	5	105	0.2	left	43	5
340.9	5	90	0.2	right	43	5
346.5	5	75	0.2	left	44	5
349.1	5	60	0.8	right	44	5
355	5	105	0.2	left	45	5
357.4	5	30	0.2	right	45	5
363.7	5	60	0.8	left	46	5
365.8	5	135	0.2	right	46	5
371.7	5	135	0.8	left	47	5
374.2	5	150	0.8	right	47	5
379.2	5	75	0.8	left	48	5
381.7	5	0	0.2	right	48	5
