onset	duration	orientation	contrast	side	trial	subject
0	5	45	0.8	left	1	5
8.5	5	150	0.2	left	2	5
16	5	30	0.8	left	3	5
24.4	5	60	0.8	left	4	5
32.5	5	30	0.2	left	5	5
40.4	5	105	0.2	left	6	5
48	5	135	0.2	left	7	5
56.2	5	90	0.8	left	8	5
63.8	5	75	0.8	left	9	5
72.5	5	120	0.2	left	10	5
80.5	5	75	0.8	left	11	5
89.2	5	15	0.8	left	12	5
97.9	5	75	0.2	left	13	5
105.7	5	60	0.8	left	14	5
114.2	5	45	0.2	left	15	5
121.9	5	60	0.2	left	16	5
130.6	5	120	0.8	left	17	5
138.9	5	105	0.8	left	18	5
147.6	5	105	0.2	left	19	5
156.3	5	135	0.8	left	20	5
164.7	5	90	0.8	left	21	5
172.9	5	105	0.8	left	22	5
180.4	5	90	0.2	left	23	5
188.5	5	135	0.2	left	24	5
196.6	5	45	0.8	left	25	5
205	5	15	0.8	left	26	5
213.4	5	15	0.2	left	27	5
222	5	45	0.2	left	28	5
230.2	5	165	0.2	left	29	5
238.7	5	120	0.2	left	30	5
246.4	5	0	0.2	left	31	5
255	5	0	0.2	left	32	5
262.6	5	90	0.2	left	33	5
271.1	5	165	0.2	left	34	5
279.8	5	60	0.2	left	35	5
287.7	5	0	0.2	left	36	5
296.1	5	0	0.2	left	37	5
303.9	5	165	0.8	left	38	5
311.7	5	135	0.8	left	39	5
319.9	5	75	0.2	left	40	5
327.7	5	15	0.2	left	41	5
336.3	5	30	0.8	left	42	5
345	5	150	0.8	left	43	5
353.3	5	150	0.8	left	44	5
361.4	5	165	0.8	left	45	5
369.9	5	30	0.2	left	46	5
377.7	5	120	0.8	left	47	5
386.3	5	150	0.2	left	48	5
