onset	duration	orientation	contrast	side	trial	subject
0	5	135	0.2	left	1	5
0	5	135	0.8	right	1	5
7.6	5	105	0.8	right	2	5
8.4	5	165	0.8	left	2	5
15.3	5	30	0.2	right	3	5
16	5	135	0.8	left	3	5
20	0.4	n/a	n/a	middle	33	5
20	0.4	n/a	n/a	middle	41	5
20	0.4	n/a	n/a	middle	52	5
21	0.4	n/a	n/a	middle	51	5
22	0.4	n/a	n/a	middle	48	5
23.7	5	0	0.2	left	4	5
24	5	30	0.2	right	4	5
24	0.4	n/a	n/a	middle	21	5
24	0.4	n/a	n/a	middle	39	5
24	0.4	n/a	n/a	middle	78	5
25	0.4	n/a	n/a	middle	40	5
25	0.4	n/a	n/a	middle	56	5
25	0.4	n/a	n/a	middle	62	5
26	0.4	n/a	n/a	middle	32	5
26	0.4	n/a	n/a	middle	50	5
26	0.4	n/a	n/a	middle	59	5
27	0.4	n/a	n/a	middle	2	5
27	0.4	n/a	n/a	middle	20	5
27	0.4	n/a	n/a	middle	43	5
27	0.4	n/a	n/a	middle	79	5
28	0.4	n/a	n/a	middle	24	5
28	0.4	n/a	n/a	middle	36	5
28	0.4	n/a	n/a	middle	38	5
28	0.4	n/a	n/a	middle	75	5
29	0.4	n/a	n/a	middle	49	5
29	0.4	n/a	n/a	middle	69	5
30	0.4	n/a	n/a	middle	6	5
30	0.4	n/a	n/a	middle	17	5
30	0.4	n/a	n/a	middle	64	5
31	0.4	n/a	n/a	middle	47	5
32	5	150	0.8	left	5	5
32	0.4	n/a	n/a	middle	74	5
32	0.4	n/a	n/a	middle	82	5
32.7	5	75	0.2	right	5	5
33	0.4	n/a	n/a	middle	72	5
34	0.4	n/a	n/a	middle	15	5
34	0.4	n/a	n/a	middle	25	5
34	0.4	n/a	n/a	middle	27	5
35	0.4	n/a	n/a	middle	5	5
35	0.4	n/a	n/a	middle	55	5
35	0.4	n/a	n/a	middle	76	5
35	0.4	n/a	n/a	middle	80	5
35	0.4	n/a	n/a	middle	83	5
36	0.4	n/a	n/a	middle	26	5
36	0.4	n/a	n/a	middle	28	5
36	0.4	n/a	n/a	middle	57	5
37	0.4	n/a	n/a	middle	13	5
37	0.4	n/a	n/a	middle	18	5
37	0.4	n/a	n/a	middle	66	5
39	0.4	n/a	n/a	middle	31	5
39	0.4	n/a	n/a	middle	81	5
40	0.4	n/a	n/a	middle	1	5
40	0.4	n/a	n/a	middle	9	5
40	0.4	n/a	n/a	middle	29	5
40	0.4	n/a	n/a	middle	42	5
40	0.4	n/a	n/a	middle	63	5
40	0.4	n/a	n/a	middle	65	5
40.5	5	150	0.2	left	6	5
40.7	5	105	0.2	right	6	5
41	0.4	n/a	n/a	middle	14	5
41	0.4	n/a	n/a	middle	35	5
41	0.4	n/a	n/a	middle	71	5
42	0.4	n/a	n/a	middle	16	5
42	0.4	n/a	n/a	middle	37	5
42	0.4	n/a	n/a	middle	54	5
42	0.4	n/a	n/a	middle	77	5
43	0.4	n/a	n/a	middle	8	5
43	0.4	n/a	n/a	middle	30	5
43	0.4	n/a	n/a	middle	46	5
43	0.4	n/a	n/a	middle	53	5
43	0.4	n/a	n/a	middle	58	5
