onset	duration	orientation	contrast	side	trial	subject
0	5	30	0.8	left	1	5
7.7	5	0	0.2	left	2	5
15.2	5	75	0.2	left	3	5
23	5	60	0.8	left	4	5
31.2	5	60	0.2	left	5	5
39.3	5	105	0.8	left	6	5
47.7	5	135	0.2	left	7	5
56.1	5	120	0.2	left	8	5
63.6	5	120	0.8	left	9	5
71.2	5	165	0.2	left	10	5
79.9	5	30	0.8	left	11	5
88	5	45	0.8	left	12	5
96	5	15	0.8	left	13	5
103.8	5	165	0.8	left	14	5
111.3	5	150	0.2	left	15	5
118.9	5	120	0.2	left	16	5
127.2	5	45	0.2	left	17	5
135.1	5	30	0.2	left	18	5
143.7	5	165	0.2	left	19	5
151.9	5	150	0.8	left	20	5
160.2	5	60	0.2	left	21	5
168.5	5	90	0.8	left	22	5
177	5	135	0.8	left	23	5
184.9	5	15	0.8	left	24	5
192.8	5	15	0.2	left	25	5
200.6	5	150	0.2	left	26	5
209.1	5	105	0.8	left	27	5
217.3	5	0	0.2	left	28	5
225.2	5	135	0.2	left	29	5
233.8	5	150	0.8	left	30	5
241.8	5	120	0.8	left	31	5
250.1	5	45	0.8	left	32	5
257.6	5	165	0.8	left	33	5
265.3	5	90	0.2	left	34	5
273.2	5	90	0.2	left	35	5
281.9	5	45	0.2	left	36	5
289.4	5	0	0.2	left	37	5
297.8	5	30	0.2	left	38	5
306	5	90	0.8	left	39	5
314.3	5	15	0.2	left	40	5
322.4	5	75	0.8	left	41	5
330.5	5	0	0.2	left	42	5
338.4	5	105	0.2	left	43	5
346.5	5	75	0.2	left	44	5
355	5	105	0.2	left	45	5
363.7	5	60	0.8	left	46	5
371.7	5	135	0.8	left	47	5
379.2	5	75	0.8	left	48	5
