onset	duration	orientation	contrast	side	trial	subject
0	5	150	0.2	left	1	5
0	5	90	0.8	right	1	5
8.3	5	150	0.2	right	2	5
8.4	5	60	0.2	left	2	5
16.1	5	165	0.2	right	3	5
16.6	5	150	0.8	left	3	5
20	0.4	n/a	n/a	middle	14	5
20	0.4	n/a	n/a	middle	77	5
20	0.4	n/a	n/a	middle	83	5
21	0.4	n/a	n/a	middle	51	5
21	0.4	n/a	n/a	middle	64	5
21	0.4	n/a	n/a	middle	67	5
21	0.4	n/a	n/a	middle	71	5
21	0.4	n/a	n/a	middle	80	5
22	0.4	n/a	n/a	middle	5	5
22	0.4	n/a	n/a	middle	40	5
22	0.4	n/a	n/a	middle	58	5
23	0.4	n/a	n/a	middle	9	5
23.7	5	150	0.8	right	4	5
24	0.4	n/a	n/a	middle	68	5
25	0.4	n/a	n/a	middle	7	5
25	0.4	n/a	n/a	middle	21	5
25	0.4	n/a	n/a	middle	44	5
25	0.4	n/a	n/a	middle	82	5
25.2	5	75	0.2	left	4	5
27	0.4	n/a	n/a	middle	3	5
27	0.4	n/a	n/a	middle	46	5
27	0.4	n/a	n/a	middle	52	5
28	0.4	n/a	n/a	middle	6	5
28	0.4	n/a	n/a	middle	22	5
28	0.4	n/a	n/a	middle	24	5
28	0.4	n/a	n/a	middle	25	5
28	0.4	n/a	n/a	middle	27	5
28	0.4	n/a	n/a	middle	48	5
28	0.4	n/a	n/a	middle	53	5
28	0.4	n/a	n/a	middle	61	5
28	0.4	n/a	n/a	middle	65	5
28	0.4	n/a	n/a	middle	69	5
28	0.4	n/a	n/a	middle	74	5
28	0.4	n/a	n/a	middle	75	5
29	0.4	n/a	n/a	middle	28	5
29	0.4	n/a	n/a	middle	73	5
30	0.4	n/a	n/a	middle	15	5
30	0.4	n/a	n/a	middle	41	5
30	0.4	n/a	n/a	middle	49	5
30	0.4	n/a	n/a	middle	50	5
31	0.4	n/a	n/a	middle	4	5
31	0.4	n/a	n/a	middle	20	5
31	0.4	n/a	n/a	middle	54	5
31.8	5	150	0.2	right	5	5
32	0.4	n/a	n/a	middle	57	5
32	0.4	n/a	n/a	middle	72	5
33	0.4	n/a	n/a	middle	16	5
33	0.4	n/a	n/a	middle	56	5
33.4	5	105	0.8	left	5	5
34	0.4	n/a	n/a	middle	33	5
34	0.4	n/a	n/a	middle	43	5
34	0.4	n/a	n/a	middle	78	5
35	0.4	n/a	n/a	middle	62	5
36	0.4	n/a	n/a	middle	12	5
36	0.4	n/a	n/a	middle	39	5
37	0.4	n/a	n/a	middle	11	5
37	0.4	n/a	n/a	middle	59	5
38	0.4	n/a	n/a	middle	31	5
38	0.4	n/a	n/a	middle	32	5
38	0.4	n/a	n/a	middle	36	5
38	0.4	n/a	n/a	middle	81	5
39	0.4	n/a	n/a	middle	13	5
39	0.4	n/a	n/a	middle	79	5
40	0.4	n/a	n/a	middle	17	5
40.5	5	60	0.8	right	6	5
41	0.4	n/a	n/a	middle	29	5
41	0.4	n/a	n/a	middle	37	5
41	0.4	n/a	n/a	middle	45	5
41	0.4	n/a	n/a	middle	66	5
41.7	5	120	0.2	left	6	5
42	0.4	n/a	n/a	middle	8	5
43	0.4	n/a	n/a	middle	70	5
44	0.4	n/a	n/a	middle	18	5
44	0.4	n/a	n/a	middle	23	5
44	0.4	n/a	n/a	middle	60	5
45	0.4	n/a	n/a	middle	10	5
45	0.4	n/a	n/a	middle	55	5
46	0.4	n/a	n/a	middle	19	5
47	0.4	n/a	n/a	middle	1	5
47	0.4	n/a	n/a	middle	2	5
47	0.4	n/a	n/a	middle	34	5
47	0.4	n/a	n/a	middle	47	5
47	0.4	n/a	n/a	middle	76	5
48	0.4	n/a	n/a	middle	30	5
48	0.4	n/a	n/a	middle	42	5
48	0.4	n/a	n/a	middle	63	5
48.9	5	75	0.8	right	7	5
49	0.4	n/a	n/a	middle	38	5
49.9	5	135	0.2	left	7	5
50	0.4	n/a	n/a	middle	26	5
50	0.4	n/a	n/a	middle	35	5
56.9	5	0	0.2	right	8	5
57.6	5	165	0.2	left	8	5
65.2	5	0	0.2	left	9	5
65.6	5	45	0.8	right	9	5
73.3	5	135	0.8	left	10	5
73.4	5	0	0.2	right	10	5
81.1	5	135	0.8	right	11	5
81.3	5	90	0.8	left	11	5
89.1	5	0	0.2	right	12	5
89.8	5	30	0.8	left	12	5
97.4	5	15	0.8	right	13	5
98.4	5	90	0.2	left	13	5
105.4	5	30	0.2	right	14	5
107	5	105	0.8	left	14	5
113	5	15	0.2	right	15	5
115.1	5	0	0.2	left	15	5
121.4	5	105	0.8	right	16	5
123.5	5	75	0.2	left	16	5
129.6	5	120	0.8	right	17	5
131.9	5	135	0.8	left	17	5
137.7	5	15	0.8	right	18	5
140.6	5	165	0.8	left	18	5
145.3	5	135	0.2	right	19	5
148.7	5	15	0.8	left	19	5
153.2	5	135	0.2	right	20	5
157.1	5	15	0.2	left	20	5
161.3	5	75	0.2	right	21	5
165.1	5	30	0.8	left	21	5
169.4	5	30	0.8	right	22	5
173	5	105	0.2	left	22	5
177.4	5	90	0.2	right	23	5
181.2	5	75	0.8	left	23	5
185.8	5	45	0.2	right	24	5
189.9	5	30	0.2	left	24	5
194.3	5	45	0.2	right	25	5
197.6	5	75	0.8	left	25	5
202	5	165	0.8	right	26	5
205.7	5	45	0.8	left	26	5
210.1	5	60	0.2	right	27	5
213.3	5	135	0.2	left	27	5
218.6	5	120	0.8	right	28	5
221.4	5	150	0.8	left	28	5
226.7	5	105	0.2	right	29	5
230.1	5	120	0.2	left	29	5
234.3	5	105	0.2	right	30	5
237.8	5	45	0.2	left	30	5
243	5	15	0.2	right	31	5
246.2	5	165	0.8	left	31	5
251.2	5	120	0.2	right	32	5
254.2	5	45	0.8	left	32	5
259.6	5	135	0.8	right	33	5
262.3	5	60	0.8	left	33	5
268.1	5	75	0.8	right	34	5
270.6	5	90	0.2	left	34	5
275.7	5	120	0.2	right	35	5
278.5	5	120	0.8	left	35	5
284.1	5	75	0.2	right	36	5
287.1	5	15	0.8	left	36	5
292.5	5	165	0.2	right	37	5
295.1	5	30	0.2	left	37	5
300.4	5	105	0.8	right	38	5
303.1	5	60	0.8	left	38	5
307.9	5	165	0.8	right	39	5
310.7	5	0	0.2	left	39	5
315.7	5	90	0.8	right	40	5
318.5	5	45	0.2	left	40	5
323.8	5	0	0.2	right	41	5
326.5	5	150	0.2	left	41	5
331.3	5	30	0.2	right	42	5
335	5	15	0.2	left	42	5
339.8	5	30	0.8	right	43	5
342.8	5	105	0.2	left	43	5
347.8	5	90	0.2	right	44	5
351.4	5	0	0.2	left	44	5
355.5	5	45	0.8	right	45	5
359.2	5	165	0.2	left	45	5
363.1	5	60	0.2	right	46	5
367.5	5	90	0.8	left	46	5
371.2	5	150	0.8	right	47	5
376.1	5	60	0.2	left	47	5
379.5	5	60	0.8	right	48	5
384	5	120	0.8	left	48	5
