trial_type	side	run	subject	trial	onset_expected	duration_expected	orientation	contrast	iti_expected	n_flip_in_trial	exitflag	response	correct	flip_in_trial	flip	vbl_expected	event	answer	vbl	stimulus_onset_time	flip_timestamp	beampos	missed	press_time	phase_1	phase_2	phase_3	phase_4	phase_5
grating	left	2	5	1	0	5	150	0.2	3	80	NA	NO RESPONSE	NaN	1	1	0	trial_start	n/a	112227.763274996	NaN	NaN	NaN	NaN	NaN	142.133333333333	65.6	43.7333333333333	21.8666666666667	142.133333333333
grating	left	2	5	1	0	5	150	0.2	3	80	NA	NO RESPONSE	NaN	2	2	0.1	trial_going	n/a	112227.863386707	NaN	NaN	NaN	NaN	NaN	142.133333333333	54.6666666666667	98.4	109.333333333333	10.9333333333333
grating	left	2	5	1	0	5	150	0.2	3	80	NA	NO RESPONSE	NaN	3	3	0.2	trial_going	n/a	112227.963418196	NaN	NaN	NaN	NaN	NaN	21.8666666666667	76.5333333333333	32.8	54.6666666666667	54.6666666666667
grating	left	2	5	1	0	5	150	0.2	3	80	NA	NO RESPONSE	NaN	4	4	0.3	trial_going	n/a	112228.063417234	NaN	NaN	NaN	NaN	NaN	21.8666666666667	131.2	54.6666666666667	87.4666666666667	0
grating	left	2	5	1	0	5	150	0.2	3	80	NA	NO RESPONSE	NaN	5	5	0.4	trial_going	n/a	112228.163434	NaN	NaN	NaN	NaN	NaN	109.333333333333	131.2	109.333333333333	76.5333333333333	98.4
grating	left	2	5	1	0	5	150	0.2	3	80	NA	NO RESPONSE	NaN	6	6	0.5	trial_going	n/a	112228.263451066	NaN	NaN	NaN	NaN	NaN	109.333333333333	164	0	109.333333333333	32.8
grating	left	2	5	1	0	5	150	0.2	3	80	NA	NO RESPONSE	NaN	7	7	0.6	trial_going	n/a	112228.363480151	NaN	NaN	NaN	NaN	NaN	43.7333333333333	32.8	164	21.8666666666667	21.8666666666667
grating	left	2	5	1	0	5	150	0.2	3	80	NA	NO RESPONSE	NaN	8	8	0.7	trial_going	n/a	112228.463598172	NaN	NaN	NaN	NaN	NaN	43.7333333333333	65.6	153.066666666667	87.4666666666667	142.133333333333
grating	left	2	5	1	0	5	150	0.2	3	80	NA	NO RESPONSE	NaN	9	9	0.8	trial_going	n/a	112228.563539522	NaN	NaN	NaN	NaN	NaN	164	120.266666666667	131.2	21.8666666666667	32.8
grating	left	2	5	1	0	5	150	0.2	3	80	NA	NO RESPONSE	NaN	10	10	0.9	trial_going	n/a	112228.663519331	NaN	NaN	NaN	NaN	NaN	164	21.8666666666667	10.9333333333333	65.6	10.9333333333333
grating	left	2	5	1	0	5	150	0.2	3	80	NA	NO RESPONSE	NaN	11	11	1	trial_going	n/a	112228.763536698	NaN	NaN	NaN	NaN	NaN	21.8666666666667	54.6666666666667	153.066666666667	109.333333333333	76.5333333333333
grating	left	2	5	1	0	5	150	0.2	3	80	NA	NO RESPONSE	NaN	12	12	1.1	trial_going	n/a	112228.863556168	NaN	NaN	NaN	NaN	NaN	21.8666666666667	131.2	87.4666666666667	87.4666666666667	120.266666666667
grating	left	2	5	1	0	5	150	0.2	3	80	NA	NO RESPONSE	NaN	13	13	1.2	trial_going	n/a	112228.963572032	NaN	NaN	NaN	NaN	NaN	164	32.8	43.7333333333333	153.066666666667	142.133333333333
grating	left	2	5	1	0	5	150	0.2	3	80	NA	NO RESPONSE	NaN	14	14	1.3	trial_going	n/a	112229.063591502	NaN	NaN	NaN	NaN	NaN	164	54.6666666666667	0	98.4	54.6666666666667
grating	left	2	5	1	0	5	150	0.2	3	80	NA	NO RESPONSE	NaN	15	15	1.4	trial_going	n/a	112229.163592944	NaN	NaN	NaN	NaN	NaN	131.2	76.5333333333333	65.6	164	98.4
grating	left	2	5	1	0	5	150	0.2	3	80	NA	NO RESPONSE	NaN	16	16	1.5	trial_going	n/a	112229.26362894	NaN	NaN	NaN	NaN	NaN	131.2	54.6666666666667	164	164	43.7333333333333
grating	left	2	5	1	0	5	150	0.2	3	80	NA	NO RESPONSE	NaN	17	17	1.6	trial_going	n/a	112229.363650813	NaN	NaN	NaN	NaN	NaN	65.6	10.9333333333333	109.333333333333	109.333333333333	153.066666666667
grating	left	2	5	1	0	5	150	0.2	3	80	NA	NO RESPONSE	NaN	18	18	1.7	trial_going	n/a	112229.463654058	NaN	NaN	NaN	NaN	NaN	65.6	87.4666666666667	87.4666666666667	32.8	0
grating	left	2	5	1	0	5	150	0.2	3	80	NA	NO RESPONSE	NaN	19	19	1.8	trial_going	n/a	112229.563760662	NaN	NaN	NaN	NaN	NaN	131.2	43.7333333333333	131.2	65.6	98.4
grating	left	2	5	1	0	5	150	0.2	3	80	NA	NO RESPONSE	NaN	20	20	1.9	trial_going	n/a	112229.66377232	NaN	NaN	NaN	NaN	NaN	131.2	98.4	54.6666666666667	65.6	32.8
grating	left	2	5	1	0	5	150	0.2	3	80	NA	NO RESPONSE	NaN	21	21	2	trial_going	n/a	112229.763680919	NaN	NaN	NaN	NaN	NaN	109.333333333333	0	120.266666666667	153.066666666667	142.133333333333
grating	left	2	5	1	0	5	150	0.2	3	80	NA	NO RESPONSE	NaN	22	22	2.1	trial_going	n/a	112229.863688671	NaN	NaN	NaN	NaN	NaN	109.333333333333	98.4	54.6666666666667	21.8666666666667	131.2
grating	left	2	5	1	0	5	150	0.2	3	80	NA	NO RESPONSE	NaN	23	23	2.2	trial_going	n/a	112229.963705137	NaN	NaN	NaN	NaN	NaN	142.133333333333	65.6	10.9333333333333	164	65.6
grating	left	2	5	1	0	5	150	0.2	3	80	NA	NO RESPONSE	NaN	24	24	2.3	trial_going	n/a	112230.063859514	NaN	NaN	NaN	NaN	NaN	142.133333333333	109.333333333333	153.066666666667	32.8	87.4666666666667
grating	left	2	5	1	0	5	150	0.2	3	80	NA	NO RESPONSE	NaN	25	25	2.4	trial_going	n/a	112230.163724847	NaN	NaN	NaN	NaN	NaN	109.333333333333	43.7333333333333	10.9333333333333	120.266666666667	10.9333333333333
grating	left	2	5	1	0	5	150	0.2	3	80	NA	NO RESPONSE	NaN	26	26	2.5	trial_going	n/a	112230.26388974	NaN	NaN	NaN	NaN	NaN	109.333333333333	43.7333333333333	120.266666666667	142.133333333333	98.4
grating	left	2	5	1	0	5	150	0.2	3	80	NA	NO RESPONSE	NaN	27	27	2.6	trial_going	n/a	112230.363895689	NaN	NaN	NaN	NaN	NaN	120.266666666667	65.6	131.2	43.7333333333333	65.6
grating	left	2	5	1	0	5	150	0.2	3	80	NA	NO RESPONSE	NaN	28	28	2.7	trial_going	n/a	112230.463765529	NaN	NaN	NaN	NaN	NaN	120.266666666667	87.4666666666667	54.6666666666667	164	0
grating	left	2	5	1	0	5	150	0.2	3	80	NA	NO RESPONSE	NaN	29	29	2.8	trial_going	n/a	112230.563776586	NaN	NaN	NaN	NaN	NaN	109.333333333333	10.9333333333333	0	65.6	65.6
grating	left	2	5	1	0	5	150	0.2	3	80	NA	NO RESPONSE	NaN	30	30	2.9	trial_going	n/a	112230.663813483	NaN	NaN	NaN	NaN	NaN	109.333333333333	21.8666666666667	0	98.4	87.4666666666667
grating	left	2	5	1	0	5	150	0.2	3	80	NA	NO RESPONSE	NaN	31	31	3	trial_going	n/a	112230.763847976	NaN	NaN	NaN	NaN	NaN	120.266666666667	32.8	54.6666666666667	131.2	10.9333333333333
grating	left	2	5	1	0	5	150	0.2	3	80	NA	NO RESPONSE	NaN	32	32	3.1	trial_going	n/a	112230.863867446	NaN	NaN	NaN	NaN	NaN	120.266666666667	10.9333333333333	120.266666666667	43.7333333333333	21.8666666666667
grating	left	2	5	1	0	5	150	0.2	3	80	NA	NO RESPONSE	NaN	33	33	3.2	trial_going	n/a	112230.963970144	NaN	NaN	NaN	NaN	NaN	43.7333333333333	10.9333333333333	153.066666666667	164	142.133333333333
grating	left	2	5	1	0	5	150	0.2	3	80	NA	NO RESPONSE	NaN	34	34	3.3	trial_going	n/a	112231.063879945	NaN	NaN	NaN	NaN	NaN	43.7333333333333	32.8	76.5333333333333	142.133333333333	131.2
grating	left	2	5	1	0	5	150	0.2	3	80	NA	NO RESPONSE	NaN	35	35	3.4	trial_going	n/a	112231.163867867	NaN	NaN	NaN	NaN	NaN	10.9333333333333	109.333333333333	0	164	65.6
grating	left	2	5	1	0	5	150	0.2	3	80	NA	NO RESPONSE	NaN	36	36	3.5	trial_going	n/a	112231.264021943	NaN	NaN	NaN	NaN	NaN	10.9333333333333	87.4666666666667	65.6	65.6	142.133333333333
grating	left	2	5	1	0	5	150	0.2	3	80	NA	NO RESPONSE	NaN	37	37	3.6	trial_going	n/a	112231.36389599	NaN	NaN	NaN	NaN	NaN	120.266666666667	87.4666666666667	54.6666666666667	54.6666666666667	142.133333333333
grating	left	2	5	1	0	5	150	0.2	3	80	NA	NO RESPONSE	NaN	38	38	3.7	trial_going	n/a	112231.463930182	NaN	NaN	NaN	NaN	NaN	120.266666666667	164	43.7333333333333	109.333333333333	120.266666666667
grating	left	2	5	1	0	5	150	0.2	3	80	NA	NO RESPONSE	NaN	39	39	3.8	trial_going	n/a	112231.563932526	NaN	NaN	NaN	NaN	NaN	164	109.333333333333	43.7333333333333	153.066666666667	87.4666666666667
grating	left	2	5	1	0	5	150	0.2	3	80	NA	NO RESPONSE	NaN	40	40	3.9	trial_going	n/a	112231.663936672	NaN	NaN	NaN	NaN	NaN	164	120.266666666667	164	142.133333333333	0
grating	left	2	5	1	0	5	150	0.2	3	80	NA	NO RESPONSE	NaN	41	41	4	trial_going	n/a	112231.764071519	NaN	NaN	NaN	NaN	NaN	76.5333333333333	65.6	98.4	98.4	65.6
grating	left	2	5	1	0	5	150	0.2	3	80	NA	NO RESPONSE	NaN	42	42	4.1	trial_going	n/a	112231.86400686	NaN	NaN	NaN	NaN	NaN	76.5333333333333	32.8	32.8	87.4666666666667	131.2
grating	left	2	5	1	0	5	150	0.2	3	80	NA	NO RESPONSE	NaN	43	43	4.2	trial_going	n/a	112231.964004096	NaN	NaN	NaN	NaN	NaN	131.2	153.066666666667	153.066666666667	65.6	87.4666666666667
grating	left	2	5	1	0	5	150	0.2	3	80	NA	NO RESPONSE	NaN	44	44	4.3	trial_going	n/a	112232.064020862	NaN	NaN	NaN	NaN	NaN	131.2	131.2	0	76.5333333333333	98.4
