trial_type	side	run	subject	trial	onset_expected	duration_expected	orientation	contrast	iti_expected	n_flip_in_trial	exitflag	response	correct	flip_in_trial	flip	vbl_expected	event	answer	vbl	stimulus_onset_time	flip_timestamp	beampos	missed	press_time	phase_1	phase_2	phase_3	phase_4	phase_5
grating	left	8	5	1	0	5	15	0.2	3.2	82	NA	NO RESPONSE	NaN	1	1	0	trial_start	n/a	116174.37228608	NaN	NaN	NaN	NaN	NaN	142.133333333333	65.6	43.7333333333333	21.8666666666667	142.133333333333
grating	left	8	5	1	0	5	15	0.2	3.2	82	NA	NO RESPONSE	NaN	2	2	0.1	trial_going	n/a	116174.472400196	NaN	NaN	NaN	NaN	NaN	142.133333333333	54.6666666666667	98.4	109.333333333333	10.9333333333333
grating	left	8	5	1	0	5	15	0.2	3.2	82	NA	NO RESPONSE	NaN	3	3	0.2	trial_going	n/a	116174.57239623	NaN	NaN	NaN	NaN	NaN	21.8666666666667	76.5333333333333	32.8	54.6666666666667	54.6666666666667
grating	left	8	5	1	0	5	15	0.2	3.2	82	NA	NO RESPONSE	NaN	4	4	0.3	trial_going	n/a	116174.672382348	NaN	NaN	NaN	NaN	NaN	21.8666666666667	131.2	54.6666666666667	87.4666666666667	0
grating	left	8	5	1	0	5	15	0.2	3.2	82	NA	NO RESPONSE	NaN	5	5	0.4	trial_going	n/a	116174.772379284	NaN	NaN	NaN	NaN	NaN	109.333333333333	131.2	109.333333333333	76.5333333333333	98.4
grating	left	8	5	1	0	5	15	0.2	3.2	82	NA	NO RESPONSE	NaN	6	6	0.5	trial_going	n/a	116174.872390941	NaN	NaN	NaN	NaN	NaN	109.333333333333	164	0	109.333333333333	32.8
grating	left	8	5	1	0	5	15	0.2	3.2	82	NA	NO RESPONSE	NaN	7	7	0.6	trial_going	n/a	116174.972365042	NaN	NaN	NaN	NaN	NaN	43.7333333333333	32.8	164	21.8666666666667	21.8666666666667
grating	left	8	5	1	0	5	15	0.2	3.2	82	NA	NO RESPONSE	NaN	8	8	0.7	trial_going	n/a	116175.072444303	NaN	NaN	NaN	NaN	NaN	43.7333333333333	65.6	153.066666666667	87.4666666666667	142.133333333333
grating	left	8	5	1	0	5	15	0.2	3.2	82	NA	NO RESPONSE	NaN	9	9	0.8	trial_going	n/a	116175.172388658	NaN	NaN	NaN	NaN	NaN	164	120.266666666667	131.2	21.8666666666667	32.8
grating	left	8	5	1	0	5	15	0.2	3.2	82	NA	NO RESPONSE	NaN	10	10	0.9	trial_going	n/a	116175.272352843	NaN	NaN	NaN	NaN	NaN	164	21.8666666666667	10.9333333333333	65.6	10.9333333333333
grating	left	8	5	1	0	5	15	0.2	3.2	82	NA	NO RESPONSE	NaN	11	11	1	trial_going	n/a	116175.372336558	NaN	NaN	NaN	NaN	NaN	21.8666666666667	54.6666666666667	153.066666666667	109.333333333333	76.5333333333333
grating	left	8	5	1	0	5	15	0.2	3.2	82	NA	NO RESPONSE	NaN	12	12	1.1	trial_going	n/a	116175.472326883	NaN	NaN	NaN	NaN	NaN	21.8666666666667	131.2	87.4666666666667	87.4666666666667	120.266666666667
grating	left	8	5	1	0	5	15	0.2	3.2	82	NA	NO RESPONSE	NaN	13	13	1.2	trial_going	n/a	116175.5723118	NaN	NaN	NaN	NaN	NaN	164	32.8	43.7333333333333	153.066666666667	142.133333333333
grating	left	8	5	1	0	5	15	0.2	3.2	82	NA	NO RESPONSE	NaN	14	14	1.3	trial_going	n/a	116175.672320153	NaN	NaN	NaN	NaN	NaN	164	54.6666666666667	0	98.4	54.6666666666667
grating	left	8	5	1	0	5	15	0.2	3.2	82	NA	NO RESPONSE	NaN	15	15	1.4	trial_going	n/a	116175.772310177	NaN	NaN	NaN	NaN	NaN	131.2	76.5333333333333	65.6	164	98.4
grating	left	8	5	1	0	5	15	0.2	3.2	82	NA	NO RESPONSE	NaN	16	16	1.5	trial_going	n/a	116175.872310117	NaN	NaN	NaN	NaN	NaN	131.2	54.6666666666667	164	164	43.7333333333333
grating	left	8	5	1	0	5	15	0.2	3.2	82	NA	NO RESPONSE	NaN	17	17	1.6	trial_going	n/a	116175.972274002	NaN	NaN	NaN	NaN	NaN	65.6	10.9333333333333	109.333333333333	109.333333333333	153.066666666667
grating	left	8	5	1	0	5	15	0.2	3.2	82	NA	NO RESPONSE	NaN	18	18	1.7	trial_going	n/a	116176.072290768	NaN	NaN	NaN	NaN	NaN	65.6	87.4666666666667	87.4666666666667	32.8	0
grating	left	8	5	1	0	5	15	0.2	3.2	82	NA	NO RESPONSE	NaN	19	19	1.8	trial_going	n/a	116176.172266971	NaN	NaN	NaN	NaN	NaN	131.2	43.7333333333333	131.2	65.6	98.4
grating	left	8	5	1	0	5	15	0.2	3.2	82	NA	NO RESPONSE	NaN	20	20	1.9	trial_going	n/a	116176.272256996	NaN	NaN	NaN	NaN	NaN	131.2	98.4	54.6666666666667	65.6	32.8
grating	left	8	5	1	0	5	15	0.2	3.2	82	NA	NO RESPONSE	NaN	21	21	2	trial_going	n/a	116176.372257236	NaN	NaN	NaN	NaN	NaN	109.333333333333	0	120.266666666667	153.066666666667	142.133333333333
grating	left	8	5	1	0	5	15	0.2	3.2	82	NA	NO RESPONSE	NaN	22	22	2.1	trial_going	n/a	116176.472242153	NaN	NaN	NaN	NaN	NaN	109.333333333333	98.4	54.6666666666667	21.8666666666667	131.2
grating	left	8	5	1	0	5	15	0.2	3.2	82	NA	NO RESPONSE	NaN	23	23	2.2	trial_going	n/a	116176.572245999	NaN	NaN	NaN	NaN	NaN	142.133333333333	65.6	10.9333333333333	164	65.6
grating	left	8	5	1	0	5	15	0.2	3.2	82	NA	NO RESPONSE	NaN	24	24	2.3	trial_going	n/a	116176.672213489	NaN	NaN	NaN	NaN	NaN	142.133333333333	109.333333333333	153.066666666667	32.8	87.4666666666667
grating	left	8	5	1	0	5	15	0.2	3.2	82	NA	NO RESPONSE	NaN	25	25	2.4	trial_going	n/a	116176.772226349	NaN	NaN	NaN	NaN	NaN	109.333333333333	43.7333333333333	10.9333333333333	120.266666666667	10.9333333333333
grating	left	8	5	1	0	5	15	0.2	3.2	82	NA	NO RESPONSE	NaN	26	26	2.5	trial_going	n/a	116176.872209463	NaN	NaN	NaN	NaN	NaN	109.333333333333	43.7333333333333	120.266666666667	142.133333333333	98.4
grating	left	8	5	1	0	5	15	0.2	3.2	82	NA	NO RESPONSE	NaN	27	27	2.6	trial_going	n/a	116176.972198285	NaN	NaN	NaN	NaN	NaN	120.266666666667	65.6	131.2	43.7333333333333	65.6
grating	left	8	5	1	0	5	15	0.2	3.2	82	NA	NO RESPONSE	NaN	28	28	2.7	trial_going	n/a	116177.072189212	NaN	NaN	NaN	NaN	NaN	120.266666666667	87.4666666666667	54.6666666666667	164	0
grating	left	8	5	1	0	5	15	0.2	3.2	82	NA	NO RESPONSE	NaN	29	29	2.8	trial_going	n/a	116177.172184044	NaN	NaN	NaN	NaN	NaN	109.333333333333	10.9333333333333	0	65.6	65.6
